,Unnamed: 0,Year,tourney_id,tourney_name,Hard,Clay,Carpet,Grass,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,Target
1071,1071,2019,2019-560,US Open,0.0,0.0,0.0,1.0,128,G,20190826,164,104925,Novak Djokovic,1.0,188.0,SRB,32.2,106228,Juan Ignacio Londero,0.0,180.0,ARG,26.0,6-4 7-6(3) 6-1,5,R64,135.0,7.0,8.0,82.0,42.0,30.0,19.0,14.0,3.0,8.0,6.0,5.0,103.0,64.0,31.0,18.0,16.0,9.0,18.0,1.0,11685.0,56.0,970.0,True
1072,1072,2019,2019-560,US Open,0.0,0.0,0.0,1.0,128,G,20190826,196,104925,Novak Djokovic,1.0,188.0,SRB,32.2,106045,Denis Kudla,0.0,180.0,USA,27.0,6-3 6-4 6-2,5,R32,123.0,6.0,8.0,93.0,58.0,47.0,21.0,14.0,7.0,7.0,6.0,3.0,90.0,47.0,33.0,20.0,13.0,5.0,9.0,1.0,11685.0,111.0,491.0,True
1073,1073,2019,2019-560,US Open,0.0,0.0,0.0,1.0,128,G,20190826,212,104527,Stan Wawrinka,1.0,183.0,SUI,34.4,104925,Novak Djokovic,0.0,188.0,SRB,32.2,6-4 7-5 2-1 RET,5,R16,106.0,9.0,3.0,70.0,38.0,32.0,18.0,12.0,4.0,5.0,2.0,5.0,73.0,44.0,31.0,12.0,13.0,3.0,7.0,24.0,1535.0,1.0,11685.0,False
1074,1074,2019,2019-0329,Tokyo,0.0,0.0,0.0,1.0,32,A,20190930,300,104925,Novak Djokovic,1.0,188.0,SRB,32.3,105357,John Millman,0.0,183.0,AUS,30.2,6-3 6-2,3,F,69.0,6.0,0.0,47.0,30.0,26.0,10.0,9.0,0.0,0.0,1.0,0.0,49.0,29.0,16.0,13.0,8.0,1.0,4.0,1.0,9865.0,80.0,691.0,True
1075,1075,2019,2019-0329,Tokyo,0.0,0.0,0.0,1.0,32,A,20190930,299,104925,Novak Djokovic,1.0,188.0,SRB,32.3,105676,David Goffin,0.0,180.0,BEL,28.8,6-3 6-4,3,SF,89.0,7.0,0.0,59.0,39.0,34.0,10.0,10.0,4.0,4.0,7.0,1.0,65.0,39.0,29.0,12.0,9.0,4.0,6.0,1.0,9865.0,15.0,2055.0,True
1076,1076,2019,2019-0329,Tokyo,0.0,0.0,0.0,1.0,32,A,20190930,297,104925,Novak Djokovic,1.0,188.0,SRB,32.3,106298,Lucas Pouille,0.0,185.0,FRA,25.5,6-1 6-2,3,QF,50.0,8.0,0.0,40.0,22.0,18.0,13.0,8.0,1.0,2.0,0.0,2.0,36.0,23.0,11.0,3.0,7.0,1.0,6.0,1.0,9865.0,24.0,1520.0,True
1077,1077,2019,2019-0329,Tokyo,0.0,0.0,0.0,1.0,32,A,20190930,293,104925,Novak Djokovic,1.0,188.0,SRB,32.3,104424,Go Soeda,0.0,178.0,JPN,35.0,6-3 7-5,3,R16,94.0,10.0,2.0,54.0,36.0,29.0,11.0,10.0,3.0,4.0,3.0,1.0,79.0,45.0,27.0,15.0,11.0,8.0,12.0,1.0,9865.0,133.0,412.0,True
1078,1078,2019,2019-0329,Tokyo,0.0,0.0,0.0,1.0,32,A,20190930,285,104925,Novak Djokovic,1.0,188.0,SRB,32.3,200615,Alexei Popyrin,0.0,196.0,AUS,20.1,6-4 6-2,3,R32,89.0,7.0,2.0,51.0,32.0,27.0,12.0,9.0,0.0,0.0,8.0,5.0,81.0,48.0,30.0,15.0,9.0,9.0,12.0,1.0,9865.0,94.0,596.0,True
1079,1079,2019,2019-5014,Shanghai Masters,0.0,0.0,0.0,1.0,64,M,20191007,297,126774,Stefanos Tsitsipas,1.0,193.0,GRE,21.1,104925,Novak Djokovic,0.0,188.0,SRB,32.3,3-6 7-5 6-3,3,QF,122.0,11.0,3.0,82.0,59.0,49.0,11.0,15.0,0.0,1.0,8.0,2.0,86.0,64.0,45.0,16.0,15.0,5.0,7.0,7.0,3630.0,1.0,10365.0,False
1080,1080,2019,2019-5014,Shanghai Masters,0.0,0.0,0.0,1.0,64,M,20191007,293,104925,Novak Djokovic,1.0,188.0,SRB,32.3,104545,John Isner,0.0,206.0,USA,34.4,7-5 6-3,3,R16,74.0,9.0,3.0,52.0,41.0,36.0,8.0,11.0,0.0,0.0,9.0,0.0,63.0,48.0,28.0,11.0,10.0,0.0,2.0,1.0,10365.0,17.0,1895.0,True
1081,1081,2019,2019-5014,Shanghai Masters,0.0,0.0,0.0,1.0,64,M,20191007,285,104925,Novak Djokovic,1.0,188.0,SRB,32.3,133430,Denis Shapovalov,1.0,185.0,CAN,20.4,6-3 6-3,3,R32,70.0,3.0,0.0,47.0,35.0,31.0,8.0,9.0,1.0,1.0,5.0,2.0,59.0,31.0,20.0,12.0,9.0,3.0,6.0,1.0,10365.0,36.0,1220.0,True
1082,1082,2019,2019-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20191028,300,104925,Novak Djokovic,1.0,188.0,SRB,32.4,133430,Denis Shapovalov,1.0,185.0,CAN,20.5,6-3 6-4,3,F,65.0,2.0,1.0,51.0,36.0,29.0,12.0,10.0,1.0,1.0,11.0,3.0,53.0,36.0,30.0,3.0,9.0,2.0,4.0,1.0,9545.0,28.0,1460.0,True
1083,1083,2019,2019-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20191028,299,104925,Novak Djokovic,1.0,188.0,SRB,32.4,105777,Grigor Dimitrov,0.0,188.0,BUL,28.4,7-6(5) 6-4,3,SF,98.0,5.0,4.0,62.0,40.0,34.0,14.0,11.0,0.0,0.0,7.0,1.0,60.0,40.0,32.0,13.0,11.0,1.0,2.0,1.0,9545.0,27.0,1477.0,True
1084,1084,2019,2019-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20191028,297,104925,Novak Djokovic,1.0,188.0,SRB,32.4,126774,Stefanos Tsitsipas,0.0,193.0,GRE,21.2,6-1 6-2,3,QF,58.0,5.0,0.0,42.0,29.0,23.0,10.0,8.0,0.0,0.0,3.0,3.0,42.0,24.0,15.0,6.0,7.0,5.0,9.0,1.0,9545.0,7.0,3830.0,True
1085,1085,2019,2019-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20191028,293,104925,Novak Djokovic,1.0,188.0,SRB,32.4,106378,Kyle Edmund,0.0,188.0,GBR,24.8,7-6(7) 6-1,3,R16,82.0,6.0,1.0,54.0,36.0,32.0,10.0,9.0,0.0,0.0,4.0,2.0,63.0,36.0,22.0,14.0,10.0,2.0,5.0,1.0,9545.0,75.0,710.0,True
1086,1086,2019,2019-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20191028,285,104925,Novak Djokovic,1.0,188.0,SRB,32.4,144895,Corentin Moutet,1.0,178.0,FRA,20.5,7-6(2) 6-4,3,R32,106.0,4.0,3.0,76.0,52.0,37.0,14.0,11.0,4.0,6.0,1.0,3.0,77.0,55.0,33.0,10.0,11.0,4.0,7.0,1.0,9545.0,97.0,584.0,True
1087,1087,2019,2019-0605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20191111,291,103819,Roger Federer,1.0,185.0,SUI,38.2,104925,Novak Djokovic,0.0,188.0,SRB,32.4,6-4 6-3,3,RR,73.0,12.0,2.0,49.0,36.0,29.0,9.0,9.0,1.0,1.0,2.0,3.0,62.0,46.0,26.0,7.0,10.0,4.0,7.0,3.0,6190.0,2.0,8945.0,False
1088,1088,2019,2019-0605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20191111,290,106233,Dominic Thiem,1.0,185.0,AUT,26.1,104925,Novak Djokovic,0.0,188.0,SRB,32.4,6-7(5) 6-3 7-6(5),3,RR,167.0,6.0,4.0,125.0,71.0,48.0,28.0,17.0,6.0,9.0,9.0,3.0,93.0,58.0,42.0,17.0,16.0,0.0,4.0,5.0,5025.0,2.0,8945.0,False
1089,1089,2019,2019-0605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20191111,289,104925,Novak Djokovic,1.0,188.0,SRB,32.4,126610,Matteo Berrettini,0.0,196.0,ITA,23.5,6-2 6-1,3,RR,63.0,4.0,1.0,40.0,24.0,18.0,12.0,8.0,0.0,1.0,4.0,2.0,48.0,34.0,16.0,4.0,7.0,2.0,7.0,2.0,8945.0,8.0,2670.0,True
1090,1090,2019,2019-M-DC-2019-FLS-A-M-FRA-SRB-01,Davis Cup Finals RR: FRA vs SRB,0.0,0.0,0.0,1.0,4,D,20191121,2,104925,Novak Djokovic,1.0,188.0,SRB,32.4,105332,Benoit Paire,0.0,196.0,FRA,30.5,6-3 6-3,3,RR,69.0,3.0,2.0,53.0,33.0,25.0,14.0,9.0,2.0,2.0,6.0,5.0,59.0,37.0,25.0,8.0,9.0,3.0,6.0,2.0,9145.0,24.0,1538.0,True
1091,1091,2019,2019-M-DC-2019-FLS-A-M-SRB-JPN-01,Davis Cup Finals RR: SRB vs JPN,0.0,0.0,0.0,1.0,4,D,20191120,2,104925,Novak Djokovic,1.0,188.0,SRB,32.4,106415,Yoshihito Nishioka,1.0,170.0,JPN,24.1,6-1 6-2,3,RR,67.0,5.0,0.0,41.0,28.0,23.0,7.0,8.0,0.0,1.0,0.0,1.0,72.0,45.0,22.0,10.0,7.0,8.0,13.0,2.0,9145.0,73.0,764.0,True
1092,1092,2019,2019-M-DC-2019-FLS-M-SRB-RUS-01,Davis Cup Finals QF: SRB vs RUS,0.0,0.0,0.0,1.0,4,D,20191122,2,104925,Novak Djokovic,1.0,188.0,SRB,32.4,111575,Karen Khachanov,0.0,198.0,RUS,23.4,6-3 6-3,3,RR,74.0,11.0,0.0,54.0,38.0,31.0,8.0,9.0,2.0,2.0,4.0,1.0,54.0,35.0,22.0,9.0,9.0,1.0,4.0,2.0,9145.0,17.0,1840.0,True
1093,1093,2020,2020-8888,Atp Cup,0.0,0.0,0.0,1.0,24,A,20200106,300,104925,Novak Djokovic,1.0,188.0,SRB,32.6,104745,Rafael Nadal,1.0,185.0,ESP,33.5,6-2 7-6(4),3,F,115.0,12.0,2.0,64.0,49.0,41.0,9.0,10.0,5.0,5.0,5.0,3.0,70.0,51.0,39.0,6.0,10.0,6.0,8.0,2.0,9055.0,1.0,9985.0,True
1094,1094,2020,2020-8888,Atp Cup,0.0,0.0,0.0,1.0,24,A,20200106,298,104925,Novak Djokovic,1.0,188.0,SRB,32.6,106421,Daniil Medvedev,0.0,198.0,RUS,23.9,6-1 5-7 6-4,3,SF,167.0,4.0,5.0,111.0,75.0,53.0,16.0,15.0,8.0,11.0,6.0,5.0,108.0,57.0,35.0,25.0,14.0,6.0,11.0,2.0,9055.0,5.0,5705.0,True
1095,1095,2020,2020-8888,Atp Cup,0.0,0.0,0.0,1.0,24,A,20200106,294,104925,Novak Djokovic,1.0,188.0,SRB,32.6,133430,Denis Shapovalov,1.0,185.0,CAN,20.7,4-6 6-1 7-6(4),3,QF,160.0,4.0,8.0,106.0,64.0,46.0,24.0,15.0,5.0,7.0,15.0,7.0,85.0,44.0,36.0,19.0,14.0,2.0,5.0,2.0,9055.0,14.0,2050.0,True
1096,1096,2020,2020-8888,Atp Cup,0.0,0.0,0.0,1.0,24,A,20200106,286,104925,Novak Djokovic,1.0,188.0,SRB,32.6,104792,Gael Monfils,0.0,193.0,FRA,33.3,6-3 6-2,3,RR,91.0,0.0,5.0,70.0,36.0,26.0,20.0,9.0,9.0,9.0,5.0,5.0,55.0,38.0,26.0,5.0,8.0,0.0,3.0,2.0,9055.0,9.0,2530.0,True
1097,1097,2020,2020-8888,Atp Cup,0.0,0.0,0.0,1.0,24,A,20200106,284,104925,Novak Djokovic,1.0,188.0,SRB,32.6,104731,Kevin Anderson,0.0,203.0,RSA,33.6,7-6(5) 7-6(6),3,RR,139.0,10.0,1.0,74.0,55.0,43.0,13.0,12.0,3.0,4.0,17.0,3.0,105.0,71.0,52.0,13.0,12.0,7.0,8.0,2.0,9055.0,147.0,360.0,True
1098,1098,2020,2020-8888,Atp Cup,0.0,0.0,0.0,1.0,24,A,20200106,282,104925,Novak Djokovic,1.0,188.0,SRB,32.6,106426,Cristian Garin,0.0,185.0,CHI,23.6,6-3 6-3,3,RR,72.0,3.0,4.0,53.0,30.0,26.0,11.0,9.0,1.0,2.0,6.0,3.0,48.0,25.0,17.0,11.0,9.0,0.0,4.0,2.0,9055.0,33.0,1291.0,True
1099,1099,2020,2020-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20200120,163,104925,Novak Djokovic,1.0,188.0,SRB,32.6,105526,Jan Lennard Struff,0.0,193.0,GER,29.7,7-6(5) 6-2 2-6 6-1,5,R128,136.0,14.0,3.0,92.0,60.0,46.0,16.0,18.0,1.0,5.0,13.0,7.0,112.0,63.0,41.0,20.0,17.0,4.0,11.0,2.0,9720.0,37.0,1270.0,True
1100,1100,2020,2020-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20200120,195,104925,Novak Djokovic,1.0,188.0,SRB,32.6,105147,Tatsuma Ito,0.0,180.0,JPN,31.6,6-1 6-4 6-2,5,R64,95.0,16.0,5.0,64.0,46.0,43.0,10.0,13.0,0.0,0.0,9.0,1.0,77.0,50.0,33.0,9.0,12.0,4.0,9.0,2.0,9720.0,146.0,362.0,True
1101,1101,2020,2020-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20200120,211,104925,Novak Djokovic,1.0,188.0,SRB,32.6,106415,Yoshihito Nishioka,1.0,170.0,JPN,24.3,6-3 6-2 6-2,5,R32,85.0,17.0,2.0,62.0,46.0,43.0,11.0,13.0,1.0,1.0,1.0,4.0,74.0,43.0,29.0,12.0,12.0,1.0,6.0,2.0,9720.0,71.0,797.0,True
1102,1102,2020,2020-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20200120,219,104925,Novak Djokovic,1.0,188.0,SRB,32.6,106043,Diego Schwartzman,0.0,170.0,ARG,27.4,6-3 6-4 6-4,5,R16,126.0,8.0,1.0,86.0,55.0,41.0,21.0,15.0,2.0,3.0,1.0,4.0,89.0,50.0,31.0,19.0,14.0,4.0,8.0,2.0,9720.0,14.0,2130.0,True
1103,1103,2020,2020-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20200120,223,104925,Novak Djokovic,1.0,188.0,SRB,32.6,105683,Milos Raonic,0.0,196.0,CAN,29.0,6-4 6-3 7-6(1),5,QF,169.0,4.0,1.0,101.0,70.0,60.0,15.0,16.0,2.0,2.0,18.0,6.0,128.0,81.0,58.0,20.0,15.0,14.0,16.0,2.0,9720.0,35.0,1305.0,True
1104,1104,2020,2020-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20200120,225,104925,Novak Djokovic,1.0,188.0,SRB,32.6,103819,Roger Federer,0.0,185.0,SUI,38.4,7-6(1) 6-4 6-3,5,SF,138.0,11.0,1.0,102.0,74.0,54.0,15.0,16.0,5.0,7.0,15.0,3.0,104.0,68.0,45.0,15.0,15.0,7.0,11.0,2.0,9720.0,3.0,6590.0,True
1105,1105,2020,2020-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20200120,226,104925,Novak Djokovic,1.0,188.0,SRB,32.6,106233,Dominic Thiem,0.0,185.0,AUT,26.3,6-4 4-6 2-6 6-3 6-4,5,F,239.0,9.0,5.0,134.0,87.0,66.0,24.0,24.0,7.0,12.0,13.0,5.0,170.0,108.0,75.0,28.0,23.0,7.0,12.0,2.0,9720.0,5.0,5890.0,True
1106,1106,2020,2020-0495,Dubai,0.0,0.0,0.0,1.0,32,A,20200224,300,104925,Novak Djokovic,1.0,188.0,SRB,32.7,126774,Stefanos Tsitsipas,0.0,193.0,GRE,21.5,6-3 6-4,3,F,77.0,2.0,0.0,57.0,36.0,28.0,12.0,10.0,1.0,2.0,8.0,3.0,48.0,31.0,24.0,4.0,9.0,0.0,3.0,1.0,9720.0,6.0,4745.0,True
1107,1107,2020,2020-0495,Dubai,0.0,0.0,0.0,1.0,32,A,20200224,299,104925,Novak Djokovic,1.0,188.0,SRB,32.7,104792,Gael Monfils,0.0,193.0,FRA,33.4,2-6 7-6(8) 6-1,3,SF,155.0,5.0,1.0,96.0,71.0,43.0,13.0,13.0,4.0,7.0,8.0,6.0,102.0,62.0,40.0,15.0,14.0,7.0,11.0,1.0,9720.0,9.0,2860.0,True
1108,1108,2020,2020-0495,Dubai,0.0,0.0,0.0,1.0,32,A,20200224,297,104925,Novak Djokovic,1.0,188.0,SRB,32.7,111575,Karen Khachanov,0.0,198.0,RUS,23.7,6-2 6-2,3,QF,66.0,2.0,2.0,45.0,27.0,24.0,8.0,8.0,1.0,2.0,3.0,4.0,49.0,29.0,14.0,7.0,8.0,4.0,9.0,1.0,9720.0,17.0,2040.0,True
1109,1109,2020,2020-0495,Dubai,0.0,0.0,0.0,1.0,32,A,20200224,293,104925,Novak Djokovic,1.0,188.0,SRB,32.7,104259,Philipp Kohlschreiber,0.0,178.0,GER,36.3,6-3 6-1,3,R16,59.0,2.0,2.0,44.0,24.0,19.0,14.0,8.0,0.0,0.0,2.0,1.0,44.0,28.0,19.0,3.0,8.0,3.0,7.0,1.0,9720.0,80.0,704.0,True
1110,1110,2020,2020-0495,Dubai,0.0,0.0,0.0,1.0,32,A,20200224,285,104925,Novak Djokovic,1.0,188.0,SRB,32.7,104291,Malek Jaziri,0.0,185.0,TUN,36.0,6-1 6-2,3,R32,60.0,7.0,3.0,43.0,30.0,25.0,8.0,8.0,0.0,0.0,2.0,3.0,46.0,21.0,9.0,12.0,7.0,4.0,8.0,1.0,9720.0,260.0,181.0,True
1111,1111,2020,2020-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20200824,300,104925,Novak Djokovic,1.0,188.0,SRB,33.2,105683,Milos Raonic,0.0,196.0,CAN,29.6,1-6 6-3 6-4,3,F,120.0,2.0,5.0,76.0,39.0,29.0,18.0,13.0,2.0,5.0,10.0,3.0,71.0,46.0,35.0,10.0,13.0,2.0,5.0,1.0,10220.0,30.0,1350.0,True
1112,1112,2020,2020-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20200824,299,104925,Novak Djokovic,1.0,188.0,SRB,33.2,105138,Roberto Bautista Agut,0.0,183.0,ESP,32.3,4-6 6-4 7-6(0),3,SF,180.0,14.0,7.0,103.0,58.0,40.0,19.0,16.0,6.0,12.0,2.0,4.0,110.0,73.0,44.0,15.0,16.0,8.0,14.0,1.0,10220.0,12.0,2360.0,True
1113,1113,2020,2020-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20200824,297,104925,Novak Djokovic,1.0,188.0,SRB,33.2,105526,Jan Lennard Struff,0.0,193.0,GER,30.3,6-3 6-1,3,QF,62.0,5.0,3.0,48.0,33.0,24.0,9.0,8.0,2.0,3.0,5.0,8.0,46.0,18.0,12.0,8.0,8.0,4.0,9.0,1.0,10220.0,34.0,1315.0,True
1114,1114,2020,2020-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20200824,293,104925,Novak Djokovic,1.0,188.0,SRB,33.2,105815,Tennys Sandgren,0.0,188.0,USA,29.0,6-2 6-4,3,R16,88.0,2.0,4.0,55.0,31.0,26.0,15.0,9.0,4.0,4.0,7.0,3.0,73.0,42.0,32.0,10.0,9.0,6.0,9.0,1.0,10220.0,55.0,923.0,True
1115,1115,2020,2020-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20200824,285,104925,Novak Djokovic,1.0,188.0,SRB,33.2,105575,Ricardas Berankis,0.0,175.0,LTU,30.1,7-6(2) 6-4,3,R32,101.0,8.0,7.0,64.0,35.0,25.0,15.0,11.0,2.0,5.0,0.0,4.0,70.0,40.0,25.0,12.0,11.0,3.0,7.0,1.0,10220.0,72.0,739.0,True
1116,1116,2020,2020-560,Us Open,0.0,0.0,0.0,1.0,128,G,20200831,100,104925,Novak Djokovic,1.0,188.0,SRB,33.2,106000,Damir Dzumhur,0.0,172.0,BIH,28.2,6-1 6-4 6-1,5,R128,118.0,5.0,5.0,82.0,49.0,36.0,18.0,12.0,6.0,7.0,2.0,8.0,95.0,53.0,29.0,15.0,12.0,12.0,19.0,1.0,10860.0,109.0,524.0,True
1117,1117,2020,2020-560,Us Open,0.0,0.0,0.0,1.0,128,G,20200831,164,104925,Novak Djokovic,1.0,188.0,SRB,33.2,106378,Kyle Edmund,0.0,188.0,GBR,25.6,6-7(5) 6-3 6-4 6-2,5,R64,193.0,16.0,3.0,108.0,72.0,60.0,21.0,20.0,3.0,5.0,7.0,6.0,139.0,82.0,53.0,27.0,20.0,6.0,12.0,1.0,10860.0,44.0,1050.0,True
1118,1118,2020,2020-560,Us Open,0.0,0.0,0.0,1.0,128,G,20200831,196,104925,Novak Djokovic,1.0,188.0,SRB,33.2,105526,Jan Lennard Struff,0.0,193.0,GER,30.3,6-3 6-3 6-1,5,R32,103.0,4.0,5.0,81.0,51.0,41.0,17.0,13.0,4.0,4.0,8.0,3.0,76.0,44.0,27.0,14.0,12.0,6.0,11.0,1.0,10860.0,29.0,1405.0,True
1119,1119,2020,2020-560,Us Open,0.0,0.0,0.0,1.0,128,G,20200831,212,105807,Pablo Carreno Busta,1.0,188.0,ESP,29.1,104925,Novak Djokovic,0.0,188.0,SRB,33.2,6-5 DEF,5,R16,60.0,3.0,0.0,36.0,24.0,18.0,6.0,5.0,4.0,4.0,9.0,0.0,28.0,20.0,16.0,5.0,6.0,1.0,2.0,27.0,1500.0,1.0,10860.0,False
1120,1120,2020,2020-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20200914,300,104925,Novak Djokovic,1.0,188.0,SRB,33.3,106043,Diego Schwartzman,0.0,170.0,ARG,28.0,7-5 6-3,3,F,113.0,2.0,1.0,70.0,48.0,33.0,9.0,11.0,3.0,6.0,1.0,3.0,66.0,43.0,25.0,8.0,10.0,4.0,9.0,1.0,10860.0,15.0,2265.0,True
1121,1121,2020,2020-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20200914,299,104925,Novak Djokovic,1.0,188.0,SRB,33.3,134770,Casper Ruud,0.0,183.0,NOR,21.7,7-5 6-3,3,SF,131.0,12.0,1.0,79.0,53.0,37.0,16.0,11.0,7.0,8.0,2.0,1.0,84.0,59.0,36.0,12.0,10.0,6.0,9.0,1.0,10860.0,34.0,1359.0,True
1122,1122,2020,2020-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20200914,297,104925,Novak Djokovic,1.0,188.0,SRB,33.3,136440,Dominik Koepfer,1.0,180.0,GER,26.3,6-3 4-6 6-3,3,QF,130.0,5.0,0.0,75.0,48.0,31.0,14.0,14.0,0.0,4.0,4.0,4.0,102.0,62.0,38.0,13.0,14.0,15.0,21.0,1.0,10860.0,97.0,652.0,True
1123,1123,2020,2020-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20200914,293,104925,Novak Djokovic,1.0,188.0,SRB,33.3,105936,Filip Krajinovic,0.0,185.0,SRB,28.5,7-6(7) 6-3,3,R16,127.0,3.0,4.0,77.0,50.0,35.0,14.0,10.0,5.0,6.0,3.0,3.0,96.0,64.0,40.0,14.0,11.0,10.0,13.0,1.0,10860.0,29.0,1583.0,True
1124,1124,2020,2020-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20200914,285,104925,Novak Djokovic,1.0,188.0,SRB,33.3,106099,Salvatore Caruso,0.0,185.0,ITA,27.7,6-3 6-2,3,R32,84.0,4.0,1.0,48.0,32.0,26.0,11.0,9.0,0.0,0.0,3.0,2.0,62.0,35.0,23.0,11.0,8.0,5.0,8.0,1.0,10860.0,87.0,703.0,True
1125,1125,2020,2020-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20200928,1101,104925,Novak Djokovic,1.0,188.0,SRB,33.3,144707,Mikael Ymer,0.0,183.0,SWE,22.0,6-0 6-2 6-3,5,R128,98.0,2.0,2.0,58.0,35.0,26.0,14.0,12.0,0.0,2.0,2.0,5.0,72.0,48.0,20.0,8.0,11.0,2.0,11.0,1.0,11260.0,80.0,763.0,True
1126,1126,2020,2020-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20200928,1201,104925,Novak Djokovic,1.0,188.0,SRB,33.3,105575,Ricardas Berankis,0.0,175.0,LTU,30.2,6-1 6-2 6-2,5,R64,83.0,10.0,1.0,66.0,38.0,36.0,13.0,12.0,2.0,2.0,0.0,1.0,53.0,40.0,20.0,6.0,11.0,1.0,7.0,1.0,11260.0,66.0,854.0,True
1127,1127,2020,2020-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20200928,1301,104925,Novak Djokovic,1.0,188.0,SRB,33.3,123755,Daniel Elahi Galan,0.0,191.0,COL,24.2,6-0 6-3 6-2,5,R32,128.0,2.0,2.0,74.0,51.0,38.0,13.0,12.0,5.0,5.0,4.0,2.0,94.0,57.0,30.0,13.0,11.0,4.0,11.0,1.0,11260.0,153.0,379.0,True
1128,1128,2020,2020-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20200928,1401,104925,Novak Djokovic,1.0,188.0,SRB,33.3,111575,Karen Khachanov,0.0,198.0,RUS,24.3,6-4 6-3 6-3,5,R16,143.0,2.0,1.0,89.0,57.0,40.0,19.0,14.0,7.0,9.0,5.0,4.0,111.0,77.0,42.0,16.0,14.0,9.0,15.0,1.0,11260.0,16.0,2200.0,True
1129,1129,2020,2020-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20200928,1501,104925,Novak Djokovic,1.0,188.0,SRB,33.3,105807,Pablo Carreno Busta,0.0,188.0,ESP,29.2,4-6 6-2 6-3 6-4,5,QF,190.0,2.0,5.0,131.0,74.0,53.0,30.0,19.0,10.0,13.0,3.0,3.0,112.0,78.0,50.0,15.0,18.0,7.0,13.0,1.0,11260.0,18.0,2130.0,True
1130,1130,2020,2020-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20200928,1601,104925,Novak Djokovic,1.0,188.0,SRB,33.3,126774,Stefanos Tsitsipas,0.0,193.0,GRE,22.1,6-3 6-2 5-7 4-6 6-1,5,SF,234.0,5.0,6.0,153.0,102.0,74.0,24.0,23.0,11.0,15.0,7.0,5.0,168.0,113.0,67.0,27.0,23.0,14.0,22.0,1.0,11260.0,6.0,5385.0,True
1131,1131,2020,2020-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20200928,1701,104745,Rafael Nadal,0.0,185.0,ESP,34.3,104925,Novak Djokovic,0.0,188.0,SRB,33.3,6-0 6-2 7-5,5,F,161.0,4.0,1.0,84.0,55.0,37.0,19.0,13.0,4.0,5.0,1.0,4.0,99.0,66.0,33.0,16.0,13.0,11.0,18.0,2.0,9850.0,1.0,11260.0,False
1132,1132,2020,2020-0337,Vienna,0.0,0.0,0.0,1.0,32,A,20201026,297,132283,Lorenzo Sonego,1.0,191.0,ITA,25.4,104925,Novak Djokovic,0.0,188.0,SRB,33.4,6-2 6-1,3,QF,68.0,8.0,0.0,52.0,35.0,28.0,7.0,7.0,6.0,6.0,3.0,3.0,51.0,28.0,17.0,7.0,8.0,1.0,6.0,42.0,1253.0,1.0,11740.0,False
1133,1133,2020,2020-0337,Vienna,0.0,0.0,0.0,1.0,32,A,20201026,293,104925,Novak Djokovic,1.0,188.0,SRB,33.4,106432,Borna Coric,0.0,188.0,CRO,23.9,7-6(11) 6-3,3,R16,127.0,4.0,1.0,72.0,50.0,40.0,13.0,10.0,3.0,3.0,9.0,1.0,81.0,50.0,36.0,18.0,11.0,4.0,6.0,1.0,11740.0,24.0,1820.0,True
