date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_seed,loser_entry,speed,outcome,winner_entry
6/27/22,Wimbledon,G,5,G,FALSE,F,Novak Djokovic,1,Serbia,SRB,3,6,2384,Nick Kyrgios,Australia,AUS,40,-6,2136,4-6 6-3 6-4 7-6(3),,,,,
6/27/22,Wimbledon,G,5,G,FALSE,SF,Novak Djokovic,1,Serbia,SRB,3,4,2380,Cameron Norrie,United Kingdom,GBR,12,-4,2084,2-6 6-3 6-2 6-4,9,,,,
6/27/22,Wimbledon,G,5,G,FALSE,QF,Novak Djokovic,1,Serbia,SRB,3,6,2374,Jannik Sinner,Italy,ITA,13,-6,2155,5-7 2-6 6-3 6-2 6-2,10,,,,
6/27/22,Wimbledon,G,5,G,FALSE,R16,Novak Djokovic,1,Serbia,SRB,3,2,2372,Tim Van Rijthoven,Netherlands,NED,194,-1,1871,6-2 4-6 6-1 6-2,,WC,,,
6/27/22,Wimbledon,G,5,G,FALSE,R32,Novak Djokovic,1,Serbia,SRB,3,2,2370,Miomir Kecmanovic,Serbia,SRB,30,-3,1970,6-0 6-3 6-4,25,,,,
6/27/22,Wimbledon,G,5,G,FALSE,R64,Novak Djokovic,1,Serbia,SRB,3,2,2368,Thanasi Kokkinakis,Australia,AUS,79,-2,1908,6-1 6-4 6-2,,,,,
6/27/22,Wimbledon,G,5,G,FALSE,R128,Novak Djokovic,1,Serbia,SRB,3,1,2367,Soon Woo Kwon,"Korea, Republic of",KOR,81,-2,1838,6-3 3-6 6-3 6-4,,,,,
5/22/22,Roland Garros,G,5,C,FALSE,QF,Rafael Nadal,5,Spain,ESP,5,14,2371,Novak Djokovic,Serbia,SRB,1,-14,2381,6-2 4-6 6-2 7-6(4),1,,,,
5/22/22,Roland Garros,G,5,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,3,2378,Diego Sebastian Schwartzman,Argentina,ARG,16,-3,2054,6-1 6-3 6-3,15,,,,
5/22/22,Roland Garros,G,5,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2377,Aljaz Bedene,Slovenia,SLO,175,-2,1878,6-3 6-3 6-2,,,,,
5/22/22,Roland Garros,G,5,C,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,2,2375,Alex Molcan,Slovakia,SVK,47,-2,1920,6-2 6-3 7-6(4),,,,,
5/22/22,Roland Garros,G,5,C,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,1,2374,Yoshihito Nishioka,Japan,JPN,94,-1,1814,6-3 6-1 6-0,,,,,
5/8/22,Rome Masters,M,3,C,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,7,2367,Stefanos Tsitsipas,Greece,GRE,5,-7,2212,6-0 7-6(5),4,,39,,
5/8/22,Rome Masters,M,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,4,2363,Casper Ruud,Norway,NOR,7,-5,2117,6-4 6-3,5,,39,,
5/8/22,Rome Masters,M,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,4,2359,Felix Auger Aliassime,Canada,CAN,10,-4,2088,7-5 7-6(1),8,,39,,
5/8/22,Rome Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,3,2356,Stan Wawrinka,Switzerland,SUI,189,-3,2034,6-2 6-2,,PR,39,,
5/8/22,Rome Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2355,Aslan Karatsev,Russian Federation,RUS,34,-2,1905,6-3 6-2,,,39,,
5/1/22,Madrid Masters,M,3,C,FALSE,SF,Carlos Alcaraz Garfia,7,Spain,ESP,9,17,2173,Novak Djokovic,Serbia,SRB,1,-17,2372,6-7(5) 7-5 7-6(5),1,,59,,
5/1/22,Madrid Masters,M,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,4,2368,Hubert Hurkacz,Poland,POL,14,-4,2077,6-3 6-4,12,,59,,
5/1/22,Madrid Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2367,Andy Murray,United Kingdom,GBR,81,-2,2041,W/O,,WC,59,W/O,
5/1/22,Madrid Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,2,2365,Gael Monfils,France,FRA,21,-3,2029,6-3 6-2,,,59,,
4/18/22,Belgrade,B,3,C,FALSE,F,Andrey Rublev,2,Russian Federation,RUS,8,16,2135,Novak Djokovic,Serbia,SRB,1,-16,2381,6-2 6-7(4) 6-0,1,,32,,
4/18/22,Belgrade,B,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,2,2379,Karen Khachanov,Russian Federation,RUS,26,-2,2003,4-6 6-1 6-2,3,,32,,
4/18/22,Belgrade,B,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2377,Miomir Kecmanovic,Serbia,SRB,38,-2,1965,4-6 6-3 6-3,7,,32,,
4/18/22,Belgrade,B,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,,2377,Laslo Djere,Serbia,SRB,50,-1,1868,2-6 7-6(6) 7-6(4),,,32,,
4/10/22,Monte Carlo Masters,M,3,C,FALSE,R32,Alejandro Davidovich Fokina,,Spain,ESP,45,23,1901,Novak Djokovic,Serbia,SRB,1,-18,2395,6-3 6-7(5) 6-1,1,,27,,
2/21/22,Dubai,A,3,H,FALSE,QF,Jiri Vesely,,Czech Republic,CZE,123,30,1790,Novak Djokovic,Serbia,SRB,1,-18,2413,6-4 7-6(4),1,,76,,Q
2/21/22,Dubai,A,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2412,Karen Khachanov,Russian Federation,RUS,26,-2,2030,6-3 7-6(2),,,76,,
2/21/22,Dubai,A,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2411,Lorenzo Musetti,Italy,ITA,58,-1,1837,6-3 6-3,,WC,76,,
12/3/21,Davis Cup Finals,D,3,H,TRUE,SF,Novak Djokovic,,Serbia,SRB,1,2,2410,Marin Cilic,Croatia,CRO,30,-2,2005,6-4 6-2,,,,,
12/1/21,Davis Cup Finals,D,3,H,TRUE,QF,Novak Djokovic,,Serbia,SRB,1,,2410,Alexander Bublik,Kazakhstan,KAZ,36,-1,1916,6-3 6-4,,,,,
11/27/21,Davis Cup Finals,D,3,H,TRUE,RR,Novak Djokovic,,Serbia,SRB,1,1,2409,Jan Lennard Struff,Germany,GER,51,-1,1895,6-2 6-4,,,,,
11/26/21,Davis Cup Finals,D,3,H,TRUE,RR,Novak Djokovic,,Serbia,SRB,1,1,2408,Dennis Novak,Austria,AUT,118,-1,1730,6-3 6-2,,,,,
11/14/21,Tour Finals,F,3,H,TRUE,SF,Alexander Zverev,3,Germany,GER,3,16,2273,Novak Djokovic,Serbia,SRB,1,-17,2425,7-6(4) 4-6 6-3,1,,100,,
11/14/21,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,3,2422,Casper Ruud,Norway,NOR,8,-3,2106,7-6(4) 6-2,8,,100,,
11/14/21,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,3,2419,Andrey Rublev,Russian Federation,RUS,5,-3,2094,6-3 6-2,5,,100,,
11/14/21,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,3,2416,Cameron Norrie,United Kingdom,GBR,12,-3,2072,6-2 6-1,10,AL,100,,
11/1/21,Paris Masters,M,3,H,TRUE,F,Novak Djokovic,1,Serbia,SRB,1,8,2408,Daniil Medvedev,Russian Federation,RUS,2,-8,2295,4-6 6-3 6-3,2,,70,,
11/1/21,Paris Masters,M,3,H,TRUE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2405,Hubert Hurkacz,Poland,POL,10,-3,2058,3-6 6-0 7-6(5),7,,70,,
11/1/21,Paris Masters,M,3,H,TRUE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2403,Taylor Harry Fritz,United States,USA,26,-2,2022,6-4 6-3,,,70,,
11/1/21,Paris Masters,M,3,H,TRUE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2402,Gael Monfils,France,FRA,22,-1,2002,W/O,15,,70,W/O,
11/1/21,Paris Masters,M,3,H,TRUE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2401,Marton Fucsovics,Hungary,HUN,40,-1,1955,6-2 4-6 6-3,,,70,,
8/30/21,US Open,G,5,H,FALSE,F,Daniil Medvedev,2,Russian Federation,RUS,2,23,2266,Novak Djokovic,Serbia,SRB,1,-23,2424,6-4 6-4 6-4,1,,72,,
8/30/21,US Open,G,5,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,9,2415,Alexander Zverev,Germany,GER,4,-9,2270,4-6 6-2 6-4 4-6 6-2,4,,72,,
8/30/21,US Open,G,5,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,5,2410,Matteo Berrettini,Italy,ITA,8,-6,2179,5-7 6-2 6-2 6-3,6,,72,,
8/30/21,US Open,G,5,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,2,2408,Jenson Brooksby,United States,USA,99,-2,1897,1-6 6-3 6-2 6-2,,WC,72,,
8/30/21,US Open,G,5,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,3,2405,Kei Nishikori,Japan,JPN,56,-3,2077,6-7(4) 6-3 6-3 6-2,,,72,,
8/30/21,US Open,G,5,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2404,Tallon Griekspoor,Netherlands,NED,121,-1,1763,6-2 6-3 6-2,,,72,,
8/30/21,US Open,G,5,H,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,,2404,Holger Vitus Nodskov Rune,Denmark,DEN,145,-1,1702,6-1 6-7(5) 6-2 6-1,,Q,72,,
7/24/21,Tokyo Olympics,O,3,H,FALSE,BR,Pablo Carreno Busta,6,Spain,ESP,11,19,2097,Novak Djokovic,Serbia,SRB,1,-19,2423,6-4 6-7(6) 6-3,1,,75,,
7/24/21,Tokyo Olympics,O,3,H,FALSE,SF,Alexander Zverev,4,Germany,GER,5,17,2196,Novak Djokovic,Serbia,SRB,1,-17,2440,1-6 6-3 6-1,1,,75,,
7/24/21,Tokyo Olympics,O,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2438,Kei Nishikori,Japan,JPN,69,-2,2063,6-2 6-0,,,75,,
7/24/21,Tokyo Olympics,O,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2437,Alejandro Davidovich Fokina,Spain,ESP,35,-1,1984,6-3 6-1,16,,75,,
7/24/21,Tokyo Olympics,O,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2436,Jan Lennard Struff,Germany,GER,48,-1,1934,6-4 6-3,,,75,,
7/24/21,Tokyo Olympics,O,3,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2435,Hugo Dellien,"Bolivia, Plurinational State of",BOL,139,,1716,6-2 6-2,,,75,,
6/28/21,Wimbledon,G,5,G,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,6,2429,Matteo Berrettini,Italy,ITA,9,-6,2178,6-7(4) 6-4 6-4 6-3,7,,69,,
6/28/21,Wimbledon,G,5,G,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2426,Denis Shapovalov,Canada,CAN,12,-3,2060,7-6(3) 7-5 7-5,10,,69,,
6/28/21,Wimbledon,G,5,G,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2424,Marton Fucsovics,Hungary,HUN,48,-3,2021,6-3 6-4 6-4,,,69,,
6/28/21,Wimbledon,G,5,G,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,3,2421,Christian Garin,Chile,CHI,20,-2,2012,6-2 6-4 6-2,17,,69,,
6/28/21,Wimbledon,G,5,G,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2421,Denis Kudla,United States,USA,114,-1,1846,6-4 6-3 7-6(7),,Q,69,,
6/28/21,Wimbledon,G,5,G,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,3,2418,Kevin Anderson,South Africa,RSA,102,-3,2027,6-3 6-3 6-3,,,69,,
6/28/21,Wimbledon,G,5,G,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,,2418,Jack Draper,United Kingdom,GBR,253,-1,1747,4-6 6-1 6-2 6-2,,WC,69,,
5/30/21,Roland Garros,G,5,C,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,10,2408,Stefanos Tsitsipas,Greece,GRE,5,-9,2267,6-7(6) 2-6 6-3 6-2 6-4,5,,38,,
5/30/21,Roland Garros,G,5,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,14,2394,Rafael Nadal,Spain,ESP,3,-14,2388,3-6 6-3 7-6(4) 6-2,3,,38,,
5/30/21,Roland Garros,G,5,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,5,2389,Matteo Berrettini,Italy,ITA,9,-5,2119,6-3 6-2 6-7(5) 7-5,9,,38,,
5/30/21,Roland Garros,G,5,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,2,2387,Lorenzo Musetti,Italy,ITA,76,-3,1945,6-7(9) 6-7(7) 6-1 6-0 4-0 RET,,,38,RET,
5/30/21,Roland Garros,G,5,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2386,Ricardas Berankis,Lithuania,LTU,92,-2,1874,6-1 6-4 6-1,,,38,,
5/30/21,Roland Garros,G,5,C,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2385,Pablo Cuevas,Uruguay,URU,91,-1,1890,6-3 6-2 6-4,,,38,,
5/30/21,Roland Garros,G,5,C,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,1,2384,Tennys Sandgren,United States,USA,66,-1,1827,6-2 6-4 6-2,,,38,,
5/23/21,Belgrade,B,3,C,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,1,2383,Alex Molcan,Slovakia,SVK,260,-2,1766,6-4 6-3,,Q,12,,
5/23/21,Belgrade,B,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,1,2382,Andrej Martin,Slovakia,SVK,118,-1,1779,6-1 4-6 6-0,,Q,12,,
5/23/21,Belgrade,B,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,,2382,Federico Coria,Argentina,ARG,94,-1,1764,6-1 6-0,,AL,12,,
5/23/21,Belgrade,B,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,,2382,Mats Moraing,Germany,GER,267,-1,1716,6-2 7-6(4),,LL,12,,
5/9/21,Rome Masters,M,3,C,FALSE,F,Rafael Nadal,2,Spain,ESP,2,14,2362,Novak Djokovic,Serbia,SRB,1,-13,2395,7-5 1-6 6-3,1,,43,,
5/9/21,Rome Masters,M,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,2,2393,Lorenzo Sonego,Italy,ITA,33,-3,1999,6-3 6-7(5) 6-2,,,43,,
5/9/21,Rome Masters,M,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,6,2387,Stefanos Tsitsipas,Greece,GRE,5,-5,2214,4-6 7-5 7-5,5,,43,,
5/9/21,Rome Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2386,Alejandro Davidovich Fokina,Spain,ESP,49,-2,1963,6-2 6-1,,Q,43,,
5/9/21,Rome Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,2,2384,Taylor Harry Fritz,United States,USA,30,-2,1952,6-3 7-6(5),,,43,,
4/19/21,Belgrade,B,3,C,FALSE,SF,Aslan Karatsev,3,Russian Federation,RUS,28,18,1965,Novak Djokovic,Serbia,SRB,1,-17,2401,7-5 4-6 6-4,1,,24,,
4/19/21,Belgrade,B,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,1,2400,Miomir Kecmanovic,Serbia,SRB,47,-1,1908,6-1 6-3,8,,24,,
4/19/21,Belgrade,B,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,,2400,Soon Woo Kwon,"Korea, Republic of",KOR,85,-1,1814,6-1 6-3,,,24,,
4/11/21,Monte Carlo Masters,M,3,C,FALSE,R16,Daniel Evans,,United Kingdom,GBR,32,20,1975,Novak Djokovic,Serbia,SRB,1,-18,2418,6-4 7-5,1,,24,,
4/11/21,Monte Carlo Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,2,2416,Jannik Sinner,Italy,ITA,23,-2,2040,6-4 6-2,,,24,,
2/8/21,Australian Open,G,5,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,11,2405,Daniil Medvedev,Russian Federation,RUS,4,-11,2300,7-5 6-2 6-2,4,,65,,
2/8/21,Australian Open,G,5,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,1,2404,Aslan Karatsev,Russian Federation,RUS,114,-2,1875,6-3 6-4 6-2,,Q,65,,
2/8/21,Australian Open,G,5,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,7,2397,Alexander Zverev,Germany,GER,7,-6,2187,6-7(6) 6-2 6-4 7-6(6),6,,65,,
2/8/21,Australian Open,G,5,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,4,2393,Milos Raonic,Canada,CAN,14,-4,2111,7-6(4) 4-6 6-1 6-4,14,,65,,
2/8/21,Australian Open,G,5,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,2,2391,Taylor Harry Fritz,United States,USA,31,-2,1932,7-6(1) 6-4 3-6 4-6 6-2,27,,65,,
2/8/21,Australian Open,G,5,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2390,Frances Tiafoe,United States,USA,64,-2,1920,6-3 6-7(3) 7-6(2) 6-3,,,65,,
2/8/21,Australian Open,G,5,H,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,2,2388,Jeremy Chardy,France,FRA,61,-2,1962,6-3 6-1 6-2,,,65,,
2/2/21,ATP Cup,T,3,H,FALSE,RR,Novak Djokovic,,Serbia,SRB,1,4,2384,Alexander Zverev,Germany,GER,7,-5,2184,6-7(3) 6-2 7-5,,,66,,
2/2/21,ATP Cup,T,3,H,FALSE,RR,Novak Djokovic,,Serbia,SRB,1,2,2382,Denis Shapovalov,Canada,CAN,12,-2,2010,7-5 7-5,,,66,,
11/16/20,Tour Finals,F,3,H,TRUE,SF,Dominic Thiem,3,Austria,AUT,3,16,2248,Novak Djokovic,Serbia,SRB,1,-17,2400,7-5 6-7(10) 7-6(5),1,,98,,
11/16/20,Tour Finals,F,3,H,TRUE,RR,Daniil Medvedev,4,Russian Federation,RUS,4,18,2196,Novak Djokovic,Serbia,SRB,1,-17,2417,6-3 6-3,1,,98,,
11/16/20,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,5,2412,Alexander Zverev,Germany,GER,7,-5,2184,6-3 7-6(4),5,,98,,
11/16/20,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,3,2409,Diego Sebastian Schwartzman,Argentina,ARG,9,-3,2080,6-3 6-2,8,,98,,
10/26/20,Vienna,A,3,H,TRUE,QF,Lorenzo Sonego,,Italy,ITA,42,22,1878,Novak Djokovic,Serbia,SRB,1,-18,2427,6-2 6-1,1,,84,,LL
10/26/20,Vienna,A,3,H,TRUE,R16,Novak Djokovic,1,Serbia,SRB,1,2,2425,Borna Coric,Croatia,CRO,24,-2,2000,7-6(11) 6-3,,,84,,
10/26/20,Vienna,A,3,H,TRUE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2424,Filip Krajinovic,Serbia,SRB,30,-1,1998,7-6(6) 6-3,,,84,,
9/28/20,Roland Garros,G,5,C,FALSE,F,Rafael Nadal,1,Spain,ESP,2,18,2394,Novak Djokovic,Serbia,SRB,1,-18,2442,6-0 6-2 7-5,2,,30,,
9/28/20,Roland Garros,G,5,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,5,2437,Stefanos Tsitsipas,Greece,GRE,6,-5,2181,6-3 6-2 5-7 4-6 6-1,5,,30,,
9/28/20,Roland Garros,G,5,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,3,2434,Pablo Carreno Busta,Spain,ESP,18,-3,2077,4-6 6-2 6-3 6-4,17,,30,,
9/28/20,Roland Garros,G,5,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,2,2432,Karen Khachanov,Russian Federation,RUS,16,-2,2029,6-4 6-3 6-3,15,,30,,
9/28/20,Roland Garros,G,5,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2431,Daniel Elahi Galan Riveros,Colombia,COL,153,-1,1817,6-0 6-3 6-2,,LL,30,,
9/28/20,Roland Garros,G,5,C,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2430,Ricardas Berankis,Lithuania,LTU,66,-1,1866,6-1 6-2 6-2,,,30,,
9/28/20,Roland Garros,G,5,C,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,1,2429,Mikael Ymer,Sweden,SWE,80,-2,1827,6-0 6-2 6-3,,,30,,
9/14/20,Rome Masters,M,3,C,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,2,2427,Diego Sebastian Schwartzman,Argentina,ARG,15,-2,2054,7-5 6-3,8,,46,,
9/14/20,Rome Masters,M,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,2,2425,Casper Ruud,Norway,NOR,34,-2,1968,7-5 6-3,,,46,,
9/14/20,Rome Masters,M,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,1,2424,Dominik Koepfer,Germany,GER,97,-1,1842,6-3 4-6 6-3,,Q,46,,
9/14/20,Rome Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2423,Filip Krajinovic,Serbia,SRB,29,-2,2035,7-6(7) 6-3,,,46,,
9/14/20,Rome Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2422,Salvatore Caruso,Italy,ITA,87,-1,1820,6-3 6-2,,WC,46,,
8/31/20,US Open,G,5,H,FALSE,R16,Pablo Carreno Busta,20,Spain,ESP,27,25,2015,Novak Djokovic,Serbia,SRB,1,-24,2446,6-5 DEF,1,,65,DEF,
8/31/20,US Open,G,5,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,3,2443,Jan Lennard Struff,Germany,GER,29,-2,2032,6-3 6-3 6-1,28,,65,,
8/31/20,US Open,G,5,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2442,Kyle Edmund,United Kingdom,GBR,44,-2,1987,6-7(5) 6-3 6-4 6-2,,,65,,
8/31/20,US Open,G,5,H,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,1,2441,Damir Dzumhur,Bosnia and Herzegovina,BIH,109,-1,1809,6-1 6-4 6-1,,,65,,
8/24/20,Cincinnati Masters,M,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,3,2438,Milos Raonic,Canada,CAN,30,-3,2117,1-6 6-3 6-4,,,63,,
8/24/20,Cincinnati Masters,M,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2435,Roberto Bautista Agut,Spain,ESP,12,-2,2089,4-6 6-4 7-6(0),8,,63,,
8/24/20,Cincinnati Masters,M,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2433,Jan Lennard Struff,Germany,GER,34,-2,2024,6-3 6-1,,,63,,
8/24/20,Cincinnati Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2432,Tennys Sandgren,United States,USA,55,-2,1942,6-2 6-4,,WC,63,,
8/24/20,Cincinnati Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2432,Ricardas Berankis,Lithuania,LTU,72,-1,1841,7-6(2) 6-4,,Q,63,,
2/24/20,Dubai,A,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,4,2428,Stefanos Tsitsipas,Greece,GRE,6,-4,2173,6-3 6-4,2,,45,,
2/24/20,Dubai,A,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2425,Gael Monfils,France,FRA,9,-2,2106,2-6 7-6(8) 6-1,3,,45,,
2/24/20,Dubai,A,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2423,Karen Khachanov,Russian Federation,RUS,17,-1,2014,6-2 6-2,7,,45,,
2/24/20,Dubai,A,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2422,Philipp Kohlschreiber,Germany,GER,80,-1,1935,6-3 6-1,,,45,,
2/24/20,Dubai,A,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2422,Malek Jaziri,Tunisia,TUN,260,-1,1716,6-1 6-2,,WC,45,,
1/20/20,Australian Open,G,5,H,FALSE,F,Novak Djokovic,2,Serbia,SRB,2,9,2413,Dominic Thiem,Austria,AUT,5,-9,2239,6-4 4-6 2-6 6-3 6-4,5,,71,,
1/20/20,Australian Open,G,5,H,FALSE,SF,Novak Djokovic,2,Serbia,SRB,2,11,2402,Roger Federer,Switzerland,SUI,3,-12,2340,7-6(1) 6-4 6-3,3,,71,,
1/20/20,Australian Open,G,5,H,FALSE,QF,Novak Djokovic,2,Serbia,SRB,2,4,2398,Milos Raonic,Canada,CAN,35,-4,2088,6-4 6-3 7-6(1),32,,71,,
1/20/20,Australian Open,G,5,H,FALSE,R16,Novak Djokovic,2,Serbia,SRB,2,3,2395,Diego Sebastian Schwartzman,Argentina,ARG,14,-3,2045,6-3 6-4 6-4,14,,71,,
1/20/20,Australian Open,G,5,H,FALSE,R32,Novak Djokovic,2,Serbia,SRB,2,3,2392,Yoshihito Nishioka,Japan,JPN,71,-2,1974,6-3 6-2 6-2,,,71,,
1/20/20,Australian Open,G,5,H,FALSE,R64,Novak Djokovic,2,Serbia,SRB,2,,2392,Tatsuma Ito,Japan,JPN,146,-1,1714,6-1 6-4 6-2,,WC,71,,
1/20/20,Australian Open,G,5,H,FALSE,R128,Novak Djokovic,2,Serbia,SRB,2,2,2390,Jan Lennard Struff,Germany,GER,37,-3,1974,7-6(5) 6-2 2-6 6-1,,,71,,
1/6/20,ATP Cup,T,3,H,FALSE,F,Novak Djokovic,,Serbia,SRB,2,11,2379,Rafael Nadal,Spain,ESP,1,-12,2418,6-2 7-6(4),,,66,,
1/6/20,ATP Cup,T,3,H,FALSE,SF,Novak Djokovic,,Serbia,SRB,2,5,2374,Daniil Medvedev,Russian Federation,RUS,5,-5,2209,6-1 5-7 6-4,,,66,,
1/6/20,ATP Cup,T,3,H,FALSE,QF,Novak Djokovic,,Serbia,SRB,2,3,2371,Denis Shapovalov,Canada,CAN,14,-3,2078,4-6 6-1 7-6(4),,,66,,
1/6/20,ATP Cup,T,3,H,FALSE,RR,Novak Djokovic,,Serbia,SRB,2,2,2369,Gael Monfils,France,FRA,9,-2,2032,6-3 6-2,,,66,,
1/6/20,ATP Cup,T,3,H,FALSE,RR,Novak Djokovic,,Serbia,SRB,2,4,2365,Kevin Anderson,South Africa,RSA,147,-4,2148,7-6(5) 7-6(6),,,66,,
1/6/20,ATP Cup,T,3,H,FALSE,RR,Novak Djokovic,,Serbia,SRB,2,1,2364,Christian Garin,Chile,CHI,33,-2,1907,6-3 6-3,,,66,,
11/22/19,Davis Cup Finals,D,3,H,TRUE,QF,Novak Djokovic,,Serbia,SRB,2,2,2362,Karen Khachanov,Russian Federation,RUS,17,-2,2038,6-3 6-3,,,,,
