date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_seed,loser_entry,speed,outcome,winner_entry
3/12/09,Indian Wells Masters,M,3,H,FALSE,QF,Andy Roddick,7,United States,USA,7,11,2238,Novak Djokovic,Serbia,SRB,3,-11,2256,6-3 6-2,3,,53,,
3/12/09,Indian Wells Masters,M,3,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,5,2251,Stan Wawrinka,Switzerland,SUI,16,-4,2041,7-6(7) 7-6(6),16,,53,,
3/12/09,Indian Wells Masters,M,3,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,4,2247,Tommy Haas,Germany,GER,64,-5,2034,6-2 7-6(1),,,53,,
3/12/09,Indian Wells Masters,M,3,H,FALSE,R64,Novak Djokovic,3,Serbia,SRB,3,2,2245,Martin Vassallo Arguello,Argentina,ARG,54,-2,1835,7-5 6-4,,,53,,
3/6/09,Davis Cup WG,D,5,C,FALSE,R16,Rafael Nadal,,Spain,ESP,1,5,2421,Novak Djokovic,Serbia,SRB,3,-5,2250,6-4 6-4 6-1,,,,,
3/6/09,Davis Cup WG,D,5,C,FALSE,R16,David Ferrer,,Spain,ESP,12,14,2078,Novak Djokovic,Serbia,SRB,3,-13,2263,6-3 6-3 7-6(4),,,,,
2/23/09,Dubai,A,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,3,5,2258,David Ferrer,Spain,ESP,14,-6,2084,7-5 6-3,4,,62,,
2/23/09,Dubai,A,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,3,7,2251,Gilles Simon,France,FRA,8,-7,2127,3-6 7-5 7-5,3,,62,,
2/23/09,Dubai,A,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,3,5,2246,Marin Cilic,Croatia,CRO,19,-6,2098,6-3 6-4,5,,62,,
2/23/09,Dubai,A,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,3,2,2244,Jan Hernych,Czech Republic,CZE,66,-2,1849,6-3 3-6 6-4,,,62,,
2/23/09,Dubai,A,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,3,1,2243,Flavio Cipolla,Italy,ITA,125,-3,1828,6-3 6-2,,Q,62,,
2/16/09,Marseille,B,3,H,TRUE,SF,Jo Wilfried Tsonga,4,France,FRA,12,12,2149,Novak Djokovic,Serbia,SRB,3,-11,2254,6-4 7-6(1),1,,77,,
2/16/09,Marseille,B,3,H,TRUE,QF,Novak Djokovic,1,Serbia,SRB,3,1,2253,Mischa Zverev,Germany,GER,76,-2,1880,6-3 6-3,,,77,,
2/16/09,Marseille,B,3,H,TRUE,R16,Novak Djokovic,1,Serbia,SRB,3,2,2251,Jan Hernych,Czech Republic,CZE,68,-2,1834,7-5 6-4,,,77,,
2/16/09,Marseille,B,3,H,TRUE,R32,Novak Djokovic,1,Serbia,SRB,3,2,2249,Jeremy Chardy,France,FRA,55,-3,1897,7-6(4) 6-4,,,77,,
1/19/09,Australian Open,G,5,H,FALSE,QF,Andy Roddick,7,United States,USA,9,16,2192,Novak Djokovic,Serbia,SRB,3,-17,2266,6-7(3) 6-4 6-2 2-1 RET,3,,53,RET,
1/19/09,Australian Open,G,5,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,6,2260,Marcos Baghdatis,Cyprus,CYP,97,-6,2053,6-1 7-6(1) 6-7(5) 6-2,,,53,,
1/19/09,Australian Open,G,5,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,2,2258,Amer Delic,Bosnia and Herzegovina,BIH,127,-3,1843,6-2 4-6 6-3 7-6(4),,LL,53,,
1/19/09,Australian Open,G,5,H,FALSE,R64,Novak Djokovic,3,Serbia,SRB,3,3,2255,Jeremy Chardy,France,FRA,68,-3,1865,7-5 6-1 6-3,,,53,,
1/19/09,Australian Open,G,5,H,FALSE,R128,Novak Djokovic,3,Serbia,SRB,3,,2255,Andrea Stoppini,Italy,ITA,220,-3,1686,6-2 6-3 7-5,,Q,53,,
1/12/09,Sydney,B,3,H,FALSE,SF,Jarkko Nieminen,,Finland,FIN,40,17,1951,Novak Djokovic,Serbia,SRB,3,-15,2270,6-4 7-6(3),1,,52,,
1/12/09,Sydney,B,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,3,4,2266,Mario Ancic,Croatia,CRO,35,-4,2090,6-3 6-4,,,52,,
1/12/09,Sydney,B,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,3,3,2263,Paul Henri Mathieu,France,FRA,29,-3,1984,6-1 6-2,,,52,,
1/4/09,Brisbane,B,3,H,FALSE,R32,Ernests Gulbis,,Latvia,LAT,53,15,1975,Novak Djokovic,Serbia,SRB,3,-14,2277,6-4 6-4,1,,55,,
11/9/08,Masters Cup,F,3,H,TRUE,F,Novak Djokovic,,Serbia,SRB,3,9,2268,Nikolay Davydenko,Russian Federation,RUS,5,-9,2155,6-1 7-5,,,70,,
11/9/08,Masters Cup,F,3,H,TRUE,SF,Novak Djokovic,,Serbia,SRB,3,7,2261,Gilles Simon,France,FRA,9,-7,2114,4-6 6-3 7-5,,,70,,
11/9/08,Masters Cup,F,3,H,TRUE,RR,Jo Wilfried Tsonga,,France,FRA,7,16,2119,Novak Djokovic,Serbia,SRB,3,-16,2277,1-6 7-5 6-1,,,70,,
11/9/08,Masters Cup,F,3,H,TRUE,RR,Novak Djokovic,,Serbia,SRB,3,7,2270,Nikolay Davydenko,Russian Federation,RUS,5,-7,2122,7-6(3) 0-6 7-5,,,70,,
11/9/08,Masters Cup,F,3,H,TRUE,RR,Novak Djokovic,,Serbia,SRB,3,7,2263,Juan Martin Del Potro,Argentina,ARG,8,-7,2125,7-5 6-3,,,70,,
10/26/08,Paris Masters,M,3,H,TRUE,R16,Jo Wilfried Tsonga,13,France,FRA,14,16,2064,Novak Djokovic,Serbia,SRB,3,-16,2279,6-4 1-6 6-3,3,,78,,
10/26/08,Paris Masters,M,3,H,TRUE,R32,Novak Djokovic,3,Serbia,SRB,3,4,2275,Dmitry Tursunov,Russian Federation,RUS,26,-4,2019,6-2 4-3 RET,,,78,RET,
10/12/08,Madrid Masters,M,3,H,TRUE,R16,Ivo Karlovic,14,Croatia,CRO,21,17,2018,Novak Djokovic,Serbia,SRB,3,-16,2291,7-6(4) 7-6(5),3,,84,,
10/12/08,Madrid Masters,M,3,H,TRUE,R32,Novak Djokovic,3,Serbia,SRB,3,2,2289,Victor Hanescu,Romania,ROU,73,-3,1918,6-7(8) 7-6(6) 3-1 RET,,Q,84,RET,
9/22/08,Bangkok,B,3,H,TRUE,F,Jo Wilfried Tsonga,2,France,FRA,20,17,2039,Novak Djokovic,Serbia,SRB,3,-17,2306,7-6(4) 6-4,1,,68,,
9/22/08,Bangkok,B,3,H,TRUE,SF,Novak Djokovic,1,Serbia,SRB,3,4,2302,Tomas Berdych,Czech Republic,CZE,27,-3,2054,7-5 6-1,3,,68,,
9/22/08,Bangkok,B,3,H,TRUE,QF,Novak Djokovic,1,Serbia,SRB,3,3,2299,Robin Soderling,Sweden,SWE,34,-4,2082,6-4 7-5,6,,68,,
9/22/08,Bangkok,B,3,H,TRUE,R16,Novak Djokovic,1,Serbia,SRB,3,1,2298,Simon Stadler,Germany,GER,141,-2,1782,6-1 6-3,,Q,68,,
9/19/08,Davis Cup WG,D,5,H,FALSE,RR,Novak Djokovic,,Serbia,SRB,3,1,2297,Dominik Hrbaty,Slovakia,SVK,399,-2,1798,6-2 6-4 6-3,,,,,
8/25/08,US Open,G,5,H,FALSE,SF,Roger Federer,2,Switzerland,SUI,2,12,2371,Novak Djokovic,Serbia,SRB,3,-12,2309,6-3 5-7 7-5 6-2,3,,64,,
8/25/08,US Open,G,5,H,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,10,2299,Andy Roddick,United States,USA,8,-10,2202,6-2 6-3 3-6 7-6(5),8,,64,,
8/25/08,US Open,G,5,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,6,2293,Tommy Robredo,Spain,ESP,15,-6,2080,4-6 6-2 6-3 5-7 6-3,15,,64,,
8/25/08,US Open,G,5,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,5,2288,Marin Cilic,Croatia,CRO,24,-5,2020,6-7(7) 7-5 6-4 7-6(0),30,,64,,
8/25/08,US Open,G,5,H,FALSE,R64,Novak Djokovic,3,Serbia,SRB,3,1,2287,Robert Kendrick,United States,USA,113,-2,1720,7-6(8) 6-4 6-4,,Q,64,,
8/25/08,US Open,G,5,H,FALSE,R128,Novak Djokovic,3,Serbia,SRB,3,2,2285,Arnaud Clement,France,FRA,78,-2,1885,6-3 6-3 6-4,,,64,,
8/11/08,Beijing Olympics,O,3,H,FALSE,BR,Novak Djokovic,3,Serbia,SRB,3,5,2280,James Blake,United States,USA,7,-5,2069,6-3 7-6(4),8,,56,,
8/11/08,Beijing Olympics,O,3,H,FALSE,SF,Rafael Nadal,2,Spain,ESP,2,6,2445,Novak Djokovic,Serbia,SRB,3,-6,2286,6-4 1-6 6-4,3,,56,,
8/11/08,Beijing Olympics,O,3,H,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,4,2282,Gael Monfils,France,FRA,43,-4,2027,4-6 6-1 6-4,,,56,,
8/11/08,Beijing Olympics,O,3,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,3,2279,Mikhail Youzhny,Russian Federation,RUS,22,-4,2036,7-6(3) 6-3,13,,56,,
8/11/08,Beijing Olympics,O,3,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,2,2277,Rainer Schuettler,Germany,GER,35,-2,1892,6-4 6-2,,,56,,
8/11/08,Beijing Olympics,O,3,H,FALSE,R64,Novak Djokovic,3,Serbia,SRB,3,2,2275,Robby Ginepri,United States,USA,59,-2,1955,6-4 6-4,,,56,,
7/28/08,Cincinnati Masters,M,3,H,FALSE,F,Andy Murray,8,United Kingdom,GBR,9,15,2192,Novak Djokovic,Serbia,SRB,3,-15,2290,7-6(4) 7-6(5),3,,80,,
7/28/08,Cincinnati Masters,M,3,H,FALSE,SF,Novak Djokovic,3,Serbia,SRB,3,16,2274,Rafael Nadal,Spain,ESP,2,-17,2456,6-1 7-5,2,,80,,
7/28/08,Cincinnati Masters,M,3,H,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,3,2271,Ernests Gulbis,Latvia,LAT,53,-4,1956,6-3 6-4,,,80,,
7/28/08,Cincinnati Masters,M,3,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,3,2268,Andreas Seppi,Italy,ITA,39,-3,1963,6-1 6-2,,,80,,
7/28/08,Cincinnati Masters,M,3,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,3,2265,Simone Bolelli,Italy,ITA,50,-4,1950,7-6(2) 7-6(2),,,80,,
7/21/08,Canada Masters,M,3,H,FALSE,QF,Andy Murray,8,United Kingdom,GBR,9,14,2161,Novak Djokovic,Serbia,SRB,3,-14,2279,6-3 7-6(3),3,,61,,
7/21/08,Canada Masters,M,3,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,5,2274,Robin Soderling,Sweden,SWE,49,-5,2112,6-4 6-4,,,61,,
7/21/08,Canada Masters,M,3,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,2,2272,Frank Dancevic,Canada,CAN,82,-2,1851,6-4 6-4,,WC,61,,
6/23/08,Wimbledon,G,5,G,FALSE,R64,Marat Safin,,Russian Federation,RUS,75,24,1952,Novak Djokovic,Serbia,SRB,3,-21,2293,6-4 7-6(3) 6-2,3,,79,,
6/23/08,Wimbledon,G,5,G,FALSE,R128,Novak Djokovic,3,Serbia,SRB,3,1,2292,Michael Berrer,Germany,GER,91,-3,1729,7-5 2-6 6-3 6-0,,,79,,
6/9/08,Queen's Club,B,3,G,FALSE,F,Rafael Nadal,1,Spain,ESP,2,7,2405,Novak Djokovic,Serbia,SRB,3,-7,2299,7-6(6) 7-5,2,,78,,
6/9/08,Queen's Club,B,3,G,FALSE,SF,Novak Djokovic,2,Serbia,SRB,3,5,2294,David Nalbandian,Argentina,ARG,8,-5,2142,6-1 6-0,4,,78,,
6/9/08,Queen's Club,B,3,G,FALSE,QF,Novak Djokovic,2,Serbia,SRB,3,4,2290,Lleyton Hewitt,Australia,AUS,30,-4,2098,6-2 6-2,11,,78,,
6/9/08,Queen's Club,B,3,G,FALSE,R16,Novak Djokovic,2,Serbia,SRB,3,2,2288,Janko Tipsarevic,Serbia,SRB,39,-2,1938,2-6 6-1 6-4,13,,78,,
6/9/08,Queen's Club,B,3,G,FALSE,R32,Novak Djokovic,2,Serbia,SRB,3,1,2287,Roko Karanusic,Croatia,CRO,112,-2,1662,6-2 7-6(7),,,78,,
5/25/08,Roland Garros,G,5,C,FALSE,SF,Rafael Nadal,2,Spain,ESP,2,12,2368,Novak Djokovic,Serbia,SRB,3,-12,2299,6-4 6-2 7-6(3),3,,41,,
5/25/08,Roland Garros,G,5,C,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,3,2296,Ernests Gulbis,Latvia,LAT,80,-4,1914,7-5 7-6(3) 7-5,,,41,,
5/25/08,Roland Garros,G,5,C,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,4,2292,Paul Henri Mathieu,France,FRA,19,-5,2021,6-4 6-3 6-4,18,,41,,
5/25/08,Roland Garros,G,5,C,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,2,2290,Wayne Odesnik,United States,USA,106,-2,1834,7-5 6-4 6-2,,WC,41,,
5/25/08,Roland Garros,G,5,C,FALSE,R64,Novak Djokovic,3,Serbia,SRB,3,1,2289,Miguel Angel Lopez Jaen,Spain,ESP,264,-3,1741,6-1 6-1 6-3,,Q,41,,
5/25/08,Roland Garros,G,5,C,FALSE,R128,Novak Djokovic,3,Serbia,SRB,3,2,2287,Denis Gremelmayr,Germany,GER,64,-2,1873,4-6 6-3 7-5 6-2,,,41,,
5/11/08,Hamburg Masters,M,3,C,FALSE,SF,Rafael Nadal,2,Spain,ESP,2,10,2332,Novak Djokovic,Serbia,SRB,3,-10,2297,7-5 2-6 6-2,3,,29,,
5/11/08,Hamburg Masters,M,3,C,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,2,2295,Albert Montanes,Spain,ESP,78,-2,1886,6-2 6-3,,,29,,
5/11/08,Hamburg Masters,M,3,C,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,3,2292,Ivo Karlovic,Croatia,CRO,24,-3,2004,7-6(3) 6-3,,,29,,
5/11/08,Hamburg Masters,M,3,C,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,2,2290,Juan Ignacio Chela,Argentina,ARG,39,-2,1938,6-3 6-1,,,29,,
5/5/08,Rome Masters,M,3,C,FALSE,F,Novak Djokovic,3,Serbia,SRB,3,6,2284,Stan Wawrinka,Switzerland,SUI,24,-6,2090,4-6 6-3 6-3,,,35,,
5/5/08,Rome Masters,M,3,C,FALSE,SF,Novak Djokovic,3,Serbia,SRB,3,6,2278,Radek Stepanek,Czech Republic,CZE,27,-6,2080,6-0 1-0 RET,,,35,RET,
5/5/08,Rome Masters,M,3,C,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,4,2274,Nicolas Almagro,Spain,ESP,21,-4,2047,6-1 1-0 RET,,,35,RET,
5/5/08,Rome Masters,M,3,C,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,4,2270,Igor Andreev,Russian Federation,RUS,26,-4,2006,6-3 3-6 6-3,,,35,,
5/5/08,Rome Masters,M,3,C,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,2,2268,Steve Darcis,Belgium,BEL,49,-3,1885,6-4 6-0,,,35,,
4/20/08,Monte Carlo Masters,M,3,C,FALSE,SF,Roger Federer,1,Switzerland,SUI,1,6,2435,Novak Djokovic,Serbia,SRB,3,-7,2275,6-3 3-2 RET,3,,20,RET,
4/20/08,Monte Carlo Masters,M,3,C,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,3,2272,Sam Querrey,United States,USA,50,-3,1952,6-4 6-0,,,20,,
4/20/08,Monte Carlo Masters,M,3,C,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,7,2265,Andy Murray,United Kingdom,GBR,20,-6,2141,6-0 6-4,14,,20,,
4/20/08,Monte Carlo Masters,M,3,C,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,4,2261,Ivan Ljubicic,Croatia,CRO,29,-5,2021,6-3 6-3,,,20,,
3/27/08,Miami Masters,M,3,H,FALSE,R64,Kevin Anderson,,South Africa,RSA,122,28,1799,Novak Djokovic,Serbia,SRB,3,-18,2279,7-6(1) 3-6 6-4,3,,57,,Q
3/13/08,Indian Wells Masters,M,3,H,FALSE,F,Novak Djokovic,3,Serbia,SRB,3,5,2274,Mardy Fish,United States,USA,98,-5,2029,6-2 5-7 6-3,,,47,,
3/13/08,Indian Wells Masters,M,3,H,FALSE,SF,Novak Djokovic,3,Serbia,SRB,3,12,2262,Rafael Nadal,Spain,ESP,2,-12,2294,6-3 6-2,2,,47,,
3/13/08,Indian Wells Masters,M,3,H,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,5,2257,Stan Wawrinka,Switzerland,SUI,35,-5,2032,7-6(5) 6-2,,,47,,
3/13/08,Indian Wells Masters,M,3,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,4,2253,Guillermo Canas,Argentina,ARG,16,-4,2030,6-2 6-3,16,,47,,
3/13/08,Indian Wells Masters,M,3,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,4,2249,Philipp Kohlschreiber,Germany,GER,27,-5,2015,6-3 6-2,27,,47,,
3/13/08,Indian Wells Masters,M,3,H,FALSE,R64,Novak Djokovic,3,Serbia,SRB,3,2,2247,Andreas Seppi,Italy,ITA,40,-3,1903,6-3 7-6(3),,,47,,
3/3/08,Dubai,A,3,H,FALSE,SF,Andy Roddick,6,United States,USA,6,12,2208,Novak Djokovic,Serbia,SRB,3,-11,2258,7-6(5) 6-3,3,,70,,
3/3/08,Dubai,A,3,H,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,3,2255,Igor Andreev,Russian Federation,RUS,34,-3,1974,6-2 6-1,,,70,,
3/3/08,Dubai,A,3,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,3,2252,Fabrice Santoro,France,FRA,47,-4,1991,6-3 7-6(3),,,70,,
3/3/08,Dubai,A,3,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,2,2250,Marin Cilic,Croatia,CRO,45,-2,1900,6-4 6-3,,,70,,
2/11/08,Marseille,B,3,H,TRUE,R16,Gilles Simon,,France,FRA,30,15,1964,Novak Djokovic,Serbia,SRB,3,-13,2263,6-2 6-7(6) 6-3,1,,95,,
2/11/08,Marseille,B,3,H,TRUE,R32,Novak Djokovic,1,Serbia,SRB,3,,2263,Ivan Dodig,Croatia,CRO,296,-2,1690,6-1 6-4,,Q,95,,
2/8/08,Davis Cup WG,D,5,H,FALSE,R16,Nikolay Davydenko,,Russian Federation,RUS,4,13,2107,Novak Djokovic,Serbia,SRB,3,-13,2276,4-6 3-6 6-4 0-0 RET,,,,RET,
1/14/08,Australian Open,G,5,H,FALSE,F,Novak Djokovic,3,Serbia,SRB,3,6,2270,Jo Wilfried Tsonga,France,FRA,38,-6,2026,4-6 6-4 6-3 7-6(2),,,53,,
1/14/08,Australian Open,G,5,H,FALSE,SF,Novak Djokovic,3,Serbia,SRB,3,24,2246,Roger Federer,Switzerland,SUI,1,-23,2490,7-5 6-3 7-6(5),1,,53,,
1/14/08,Australian Open,G,5,H,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,12,2234,David Ferrer,Spain,ESP,5,-12,2193,6-0 6-3 7-5,5,,53,,
1/14/08,Australian Open,G,5,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,9,2225,Lleyton Hewitt,Australia,AUS,22,-9,2123,7-5 6-3 6-3,19,,53,,
1/14/08,Australian Open,G,5,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,3,2222,Sam Querrey,United States,USA,62,-4,1864,6-3 6-1 6-3,,,53,,
1/14/08,Australian Open,G,5,H,FALSE,R64,Novak Djokovic,3,Serbia,SRB,3,2,2220,Simone Bolelli,Italy,ITA,70,-3,1804,6-1 6-2 6-2,,,53,,
1/14/08,Australian Open,G,5,H,FALSE,R128,Novak Djokovic,3,Serbia,SRB,3,2,2218,Benjamin Becker,Germany,GER,81,-3,1809,6-0 6-2 7-6(5),,,53,,
11/12/07,Masters Cup,F,3,H,TRUE,RR,David Ferrer,,Spain,ESP,6,14,2165,Novak Djokovic,Serbia,SRB,3,-13,2232,6-4 6-4,,,55,,
11/12/07,Masters Cup,F,3,H,TRUE,RR,Richard Gasquet,,France,FRA,8,17,2081,Novak Djokovic,Serbia,SRB,3,-16,2248,6-4 6-2,,,55,,
11/12/07,Masters Cup,F,3,H,TRUE,RR,Rafael Nadal,,Spain,ESP,2,9,2326,Novak Djokovic,Serbia,SRB,3,-9,2257,6-4 6-4,,,55,,
10/28/07,Paris Masters,M,3,H,TRUE,R32,Fabrice Santoro,,France,FRA,39,18,1957,Novak Djokovic,Serbia,SRB,3,-17,2274,6-3 6-2,3,,70,,
10/15/07,Madrid Masters,M,3,H,TRUE,SF,David Nalbandian,,Argentina,ARG,25,18,2081,Novak Djokovic,Serbia,SRB,3,-17,2291,6-4 7-6(4),3,,77,,
10/15/07,Madrid Masters,M,3,H,TRUE,QF,Novak Djokovic,3,Serbia,SRB,3,5,2286,Mario Ancic,Croatia,CRO,49,-5,2075,7-6(2) 6-2,,,77,,
10/15/07,Madrid Masters,M,3,H,TRUE,R16,Novak Djokovic,3,Serbia,SRB,3,4,2282,Juan Carlos Ferrero,Spain,ESP,23,-4,2031,6-3 2-6 6-4,,,77,,
10/15/07,Madrid Masters,M,3,H,TRUE,R32,Novak Djokovic,3,Serbia,SRB,3,3,2279,Fernando Verdasco,Spain,ESP,32,-4,2013,6-7(7) 6-3 6-3,,,77,,
10/7/07,Vienna,A,3,H,TRUE,F,Novak Djokovic,1,Serbia,SRB,3,4,2275,Stan Wawrinka,Switzerland,SUI,41,-4,1994,6-4 6-0,,,62,,
10/7/07,Vienna,A,3,H,TRUE,SF,Novak Djokovic,1,Serbia,SRB,3,2,2273,Andreas Seppi,Italy,ITA,73,-3,1906,6-4 6-3,,,62,,
10/7/07,Vienna,A,3,H,TRUE,QF,Novak Djokovic,1,Serbia,SRB,3,4,2269,Juan Ignacio Chela,Argentina,ARG,16,-3,2018,6-3 5-7 7-6(2),7,,62,,
10/7/07,Vienna,A,3,H,TRUE,R16,Novak Djokovic,1,Serbia,SRB,3,1,2268,Tomas Zib,Czech Republic,CZE,126,-1,1775,6-4 6-4,,LL,62,,
10/7/07,Vienna,A,3,H,TRUE,R32,Novak Djokovic,1,Serbia,SRB,3,1,2267,Robby Ginepri,United States,USA,70,-3,1903,6-3 6-4,,,62,,
9/21/07,Davis Cup WG,D,5,C,FALSE,RR,Novak Djokovic,,Serbia,SRB,3,1,2266,Chris Guccione,Australia,AUS,94,-2,1708,6-3 7-6(3) 7-6(5),,,,,
9/21/07,Davis Cup WG,D,5,C,FALSE,RR,Novak Djokovic,,Serbia,SRB,3,1,2265,Peter Luczak,Australia,AUS,91,-1,1708,6-1 6-4 6-2,,,,,
8/27/07,US Open,G,5,H,FALSE,F,Roger Federer,1,Switzerland,SUI,1,6,2506,Novak Djokovic,Serbia,SRB,3,-7,2272,7-6(4) 7-6(2) 6-4,3,,59,,
8/27/07,US Open,G,5,H,FALSE,SF,Novak Djokovic,3,Serbia,SRB,3,10,2262,David Ferrer,Spain,ESP,15,-10,2148,6-4 6-4 6-3,15,,59,,
8/27/07,US Open,G,5,H,FALSE,QF,Novak Djokovic,3,Serbia,SRB,3,8,2254,Carlos Moya,Spain,ESP,17,-8,2102,6-4 7-6(7) 6-1,17,,59,,
8/27/07,US Open,G,5,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,3,6,2248,Juan Monaco,Argentina,ARG,23,-6,2044,7-5 7-6(2) 6-7(6) 6-1,23,,59,,
8/27/07,US Open,G,5,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,3,4,2244,Juan Martin Del Potro,Argentina,ARG,57,-4,1946,6-1 6-3 6-4,,,59,,
8/27/07,US Open,G,5,H,FALSE,R64,Novak Djokovic,3,Serbia,SRB,3,6,2238,Radek Stepanek,Czech Republic,CZE,35,-6,2049,6-7(4) 7-6(5) 5-7 7-5 7-6(2),,,59,,
8/27/07,US Open,G,5,H,FALSE,R128,Novak Djokovic,3,Serbia,SRB,3,2,2236,Robin Haase,Netherlands,NED,95,-3,1820,6-2 6-1 6-3,,LL,59,,
8/13/07,Cincinnati Masters,M,3,H,FALSE,R32,Carlos Moya,,Spain,ESP,19,15,2071,Novak Djokovic,Serbia,SRB,3,-14,2250,6-4 6-1,4,,80,,
8/5/07,Canada Masters,M,3,H,FALSE,F,Novak Djokovic,3,Serbia,SRB,4,20,2230,Roger Federer,Switzerland,SUI,1,-21,2509,7-6(2) 2-6 7-6(2),1,,67,,
8/5/07,Canada Masters,M,3,H,FALSE,SF,Novak Djokovic,3,Serbia,SRB,4,17,2213,Rafael Nadal,Spain,ESP,2,-17,2409,7-5 6-3,2,,67,,
8/5/07,Canada Masters,M,3,H,FALSE,QF,Novak Djokovic,3,Serbia,SRB,4,10,2203,Andy Roddick,United States,USA,3,-10,2192,7-6(4) 6-4,5,,67,,
8/5/07,Canada Masters,M,3,H,FALSE,R16,Novak Djokovic,3,Serbia,SRB,4,6,2197,David Nalbandian,Argentina,ARG,26,-6,2058,6-2 6-3,,,67,,
8/5/07,Canada Masters,M,3,H,FALSE,R32,Novak Djokovic,3,Serbia,SRB,4,6,2191,Nicolas Kiefer,Germany,GER,254,-5,2021,6-3 6-3,,,67,,
7/23/07,Umag,B,3,C,FALSE,R16,Viktor Troicki,,Serbia,SRB,176,37,1723,Novak Djokovic,Serbia,SRB,3,-15,2206,2-6 6-4 7-5,1,,26,,Q
7/23/07,Umag,B,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,3,1,2205,Pablo Andujar,Spain,ESP,182,-3,1756,6-1 6-3,,Q,26,,
6/25/07,Wimbledon,G,5,G,FALSE,SF,Rafael Nadal,2,Spain,ESP,2,7,2403,Novak Djokovic,Serbia,SRB,5,-8,2213,3-6 6-1 4-1 RET,4,,73,RET,
6/25/07,Wimbledon,G,5,G,FALSE,QF,Novak Djokovic,4,Serbia,SRB,5,9,2204,Marcos Baghdatis,Cyprus,CYP,16,-9,2081,7-6(4) 7-6(9) 6-7(3) 4-6 7-5,10,,73,,
6/25/07,Wimbledon,G,5,G,FALSE,R16,Novak Djokovic,4,Serbia,SRB,5,11,2193,Lleyton Hewitt,Australia,AUS,19,-11,2136,7-6(8) 7-6(2) 4-6 7-6(5),16,,73,,
6/25/07,Wimbledon,G,5,G,FALSE,R32,Novak Djokovic,4,Serbia,SRB,5,8,2185,Nicolas Kiefer,Germany,GER,404,-8,2028,7-6(4) 6-7(6) 6-2 7-6(5),,,73,,
6/25/07,Wimbledon,G,5,G,FALSE,R64,Novak Djokovic,4,Serbia,SRB,5,2,2183,Amer Delic,Bosnia and Herzegovina,BIH,67,-4,1805,6-3 3-6 6-3 7-6(4),,,73,,
6/25/07,Wimbledon,G,5,G,FALSE,R128,Novak Djokovic,4,Serbia,SRB,5,5,2178,Potito Starace,Italy,ITA,47,-5,1913,6-0 6-3 6-4,,,73,,
