Hard,Clay,Carpet,Grass,best_of,minutes,opponent_name,opp_hand,opp_ht,opp_age,opp_ace,opp_df,opp_svpt,opp_1stIn,opp_1stWon,opp_2ndWon,opp_SvGms,opp_bpSaved,opp_bpFaced,DJOK,djok_hand,djok_ht,djok_age,djok_ace,djok_df,djok_svpt,djok_1stIn,djok_1stWon,djok_2ndWon,djok_SvGms,djok_bpSaved,djok_bpFaced,Target
0.0,1.0,0.0,0.0,0.0,101.0,Stan Wawrinka,0.0,183.0,25.0,4.0,1.0,66.0,39.0,23.0,14.0,10.0,6.0,10.0,Novak Djokovic,1.0,188.0,22.8,2.0,1.0,61.0,43.0,28.0,10.0,10.0,3.0,5.0,True
0.0,1.0,0.0,0.0,0.0,80.0,David Nalbandian,0.0,180.0,28.2,2.0,3.0,52.0,28.0,13.0,9.0,9.0,3.0,8.0,Novak Djokovic,1.0,188.0,22.8,2.0,0.0,50.0,29.0,20.0,13.0,8.0,2.0,3.0,True
0.0,1.0,0.0,0.0,0.0,60.0,Jeremy Chardy,0.0,188.0,23.2,5.0,2.0,52.0,29.0,19.0,4.0,7.0,2.0,7.0,Novak Djokovic,1.0,188.0,22.9,1.0,2.0,39.0,27.0,22.0,7.0,7.0,0.0,0.0,True
0.0,1.0,0.0,0.0,0.0,87.0,Thomaz Bellucci,1.0,188.0,22.3,5.0,6.0,61.0,41.0,24.0,7.0,10.0,5.0,9.0,Novak Djokovic,1.0,188.0,22.9,1.0,3.0,49.0,28.0,22.0,12.0,10.0,1.0,3.0,True
0.0,1.0,0.0,0.0,0.0,91.0,Fabio Fognini,0.0,178.0,22.9,3.0,6.0,64.0,36.0,20.0,10.0,10.0,3.0,9.0,Novak Djokovic,1.0,188.0,22.9,0.0,4.0,63.0,38.0,21.0,12.0,10.0,2.0,6.0,True
0.0,1.0,0.0,0.0,1.0,128.0,Evgeny Korolev,0.0,185.0,22.2,4.0,4.0,93.0,46.0,29.0,21.0,16.0,5.0,12.0,Novak Djokovic,1.0,188.0,23.0,7.0,4.0,97.0,61.0,48.0,17.0,16.0,4.0,6.0,True
0.0,1.0,0.0,0.0,1.0,160.0,Kei Nishikori,0.0,178.0,20.3,1.0,1.0,95.0,57.0,32.0,17.0,13.0,8.0,14.0,Novak Djokovic,1.0,188.0,23.0,3.0,9.0,117.0,74.0,53.0,15.0,14.0,7.0,9.0,True
0.0,1.0,0.0,0.0,1.0,158.0,Victor Hanescu,0.0,198.0,28.8,5.0,1.0,118.0,85.0,51.0,16.0,17.0,9.0,16.0,Novak Djokovic,1.0,188.0,23.0,2.0,8.0,100.0,67.0,50.0,16.0,18.0,1.0,5.0,True
0.0,1.0,0.0,0.0,1.0,137.0,Robby Ginepri,0.0,183.0,27.6,3.0,0.0,87.0,64.0,44.0,10.0,16.0,4.0,9.0,Novak Djokovic,1.0,188.0,23.0,2.0,2.0,109.0,76.0,52.0,18.0,17.0,6.0,8.0,True
0.0,0.0,1.0,0.0,0.0,72.0,Paolo Lorenzi,0.0,183.0,28.4,4.0,0.0,52.0,31.0,21.0,11.0,9.0,3.0,6.0,Novak Djokovic,1.0,188.0,23.0,3.0,2.0,64.0,40.0,31.0,12.0,9.0,6.0,6.0,True
0.0,0.0,1.0,0.0,1.0,231.0,Olivier Rochus,0.0,168.0,29.4,1.0,4.0,174.0,110.0,63.0,27.0,22.0,11.0,20.0,Novak Djokovic,1.0,188.0,23.0,17.0,12.0,137.0,79.0,54.0,29.0,23.0,10.0,17.0,True
0.0,0.0,1.0,0.0,1.0,117.0,Taylor Dent,0.0,188.0,29.1,12.0,11.0,105.0,51.0,43.0,19.0,14.0,3.0,6.0,Novak Djokovic,1.0,188.0,23.0,9.0,1.0,89.0,58.0,47.0,21.0,15.0,1.0,1.0,True
0.0,0.0,1.0,0.0,1.0,101.0,Albert Montanes,0.0,175.0,29.5,5.0,2.0,93.0,61.0,41.0,13.0,13.0,5.0,9.0,Novak Djokovic,1.0,188.0,23.0,11.0,5.0,75.0,50.0,41.0,16.0,14.0,0.0,0.0,True
0.0,0.0,1.0,0.0,1.0,174.0,Lleyton Hewitt,0.0,180.0,29.3,5.0,2.0,111.0,68.0,53.0,22.0,20.0,5.0,9.0,Novak Djokovic,1.0,188.0,23.0,9.0,9.0,124.0,75.0,57.0,26.0,21.0,6.0,9.0,True
0.0,0.0,1.0,0.0,1.0,111.0,Yen Hsun Lu,0.0,180.0,26.8,4.0,2.0,87.0,54.0,35.0,11.0,12.0,10.0,15.0,Novak Djokovic,1.0,188.0,23.0,4.0,3.0,65.0,41.0,35.0,18.0,13.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,133.0,Julien Benneteau,0.0,185.0,28.6,9.0,6.0,97.0,69.0,39.0,8.0,12.0,12.0,18.0,Novak Djokovic,1.0,188.0,23.2,6.0,5.0,74.0,51.0,33.0,9.0,12.0,4.0,8.0,True
0.0,0.0,0.0,1.0,0.0,80.0,Victor Hanescu,0.0,198.0,29.0,1.0,2.0,60.0,36.0,25.0,8.0,9.0,3.0,6.0,Novak Djokovic,1.0,188.0,23.2,2.0,1.0,60.0,41.0,29.0,12.0,10.0,1.0,2.0,True
0.0,0.0,0.0,1.0,0.0,73.0,Jeremy Chardy,0.0,188.0,23.4,7.0,2.0,50.0,29.0,19.0,8.0,8.0,2.0,5.0,Novak Djokovic,1.0,188.0,23.2,3.0,1.0,52.0,44.0,33.0,5.0,9.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,101.0,Viktor Troicki,0.0,193.0,24.5,5.0,5.0,64.0,34.0,24.0,11.0,10.0,0.0,4.0,Novak Djokovic,1.0,188.0,23.2,3.0,6.0,80.0,51.0,37.0,14.0,11.0,5.0,7.0,True
0.0,0.0,0.0,1.0,0.0,97.0,David Nalbandian,0.0,180.0,28.6,3.0,5.0,62.0,43.0,25.0,6.0,9.0,1.0,6.0,Novak Djokovic,1.0,188.0,23.2,2.0,3.0,69.0,46.0,33.0,9.0,10.0,5.0,8.0,True
0.0,0.0,0.0,1.0,1.0,220.0,Viktor Troicki,0.0,193.0,24.5,23.0,6.0,156.0,108.0,75.0,20.0,23.0,9.0,14.0,Novak Djokovic,1.0,188.0,23.2,3.0,4.0,161.0,105.0,70.0,28.0,24.0,9.0,14.0,True
0.0,0.0,0.0,1.0,1.0,143.0,Philipp Petzschner,0.0,185.0,26.4,6.0,3.0,111.0,66.0,45.0,23.0,16.0,8.0,12.0,Novak Djokovic,1.0,188.0,23.2,4.0,8.0,101.0,70.0,53.0,19.0,17.0,4.0,5.0,True
0.0,0.0,0.0,1.0,1.0,104.0,James Blake,0.0,185.0,30.6,1.0,5.0,77.0,52.0,33.0,14.0,13.0,2.0,6.0,Novak Djokovic,1.0,188.0,23.2,4.0,1.0,94.0,74.0,51.0,14.0,15.0,3.0,4.0,True
0.0,0.0,0.0,1.0,1.0,110.0,Mardy Fish,0.0,188.0,28.7,3.0,4.0,71.0,39.0,22.0,16.0,13.0,2.0,8.0,Novak Djokovic,1.0,188.0,23.2,5.0,4.0,76.0,52.0,41.0,11.0,13.0,3.0,4.0,True
0.0,0.0,0.0,1.0,1.0,144.0,Gael Monfils,0.0,193.0,23.9,3.0,6.0,109.0,61.0,32.0,20.0,14.0,11.0,18.0,Novak Djokovic,1.0,188.0,23.2,1.0,4.0,100.0,74.0,51.0,13.0,13.0,11.0,13.0,True
0.0,0.0,0.0,1.0,1.0,224.0,Roger Federer,0.0,185.0,29.0,12.0,5.0,160.0,84.0,62.0,35.0,25.0,6.0,12.0,Novak Djokovic,1.0,188.0,23.2,4.0,3.0,151.0,94.0,64.0,36.0,26.0,4.0,7.0,True
0.0,0.0,0.0,1.0,0.0,71.0,Mao Xin Gong,0.0,178.0,23.1,1.0,2.0,66.0,38.0,17.0,15.0,8.0,7.0,11.0,Novak Djokovic,1.0,188.0,23.3,3.0,1.0,41.0,23.0,20.0,12.0,8.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,85.0,Gilles Simon,0.0,183.0,25.7,2.0,0.0,46.0,31.0,20.0,7.0,8.0,4.0,7.0,Novak Djokovic,1.0,188.0,23.3,4.0,0.0,68.0,50.0,36.0,12.0,9.0,7.0,7.0,True
0.0,0.0,0.0,1.0,0.0,87.0,John Isner,0.0,206.0,25.4,7.0,3.0,79.0,51.0,35.0,9.0,10.0,9.0,12.0,Novak Djokovic,1.0,188.0,23.3,5.0,0.0,53.0,30.0,24.0,17.0,10.0,1.0,2.0,True
0.0,0.0,0.0,1.0,0.0,84.0,David Ferrer,0.0,175.0,28.5,2.0,1.0,58.0,33.0,23.0,8.0,9.0,2.0,6.0,Novak Djokovic,1.0,188.0,23.3,3.0,1.0,49.0,32.0,25.0,10.0,9.0,0.0,1.0,True
0.0,0.0,0.0,1.0,0.0,81.0,Ivan Ljubicic,0.0,193.0,31.5,6.0,1.0,58.0,34.0,21.0,11.0,9.0,7.0,10.0,Novak Djokovic,1.0,188.0,23.3,4.0,1.0,57.0,32.0,26.0,17.0,9.0,6.0,6.0,True
0.0,0.0,0.0,1.0,0.0,58.0,Richard Gasquet,0.0,185.0,24.3,3.0,2.0,44.0,33.0,17.0,2.0,7.0,4.0,9.0,Novak Djokovic,1.0,188.0,23.3,4.0,2.0,45.0,33.0,25.0,7.0,7.0,1.0,1.0,True
0.0,0.0,0.0,1.0,0.0,66.0,Guillermo Garcia Lopez,0.0,188.0,27.3,3.0,4.0,55.0,34.0,16.0,11.0,8.0,6.0,10.0,Novak Djokovic,1.0,188.0,23.3,4.0,2.0,51.0,36.0,28.0,7.0,9.0,2.0,3.0,True
0.0,0.0,0.0,1.0,0.0,72.0,Ernests Gulbis,0.0,190.0,22.1,5.0,2.0,57.0,36.0,24.0,6.0,9.0,3.0,7.0,Novak Djokovic,1.0,188.0,23.4,5.0,1.0,52.0,35.0,25.0,12.0,9.0,1.0,2.0,True
0.0,0.0,0.0,1.0,0.0,118.0,Jarkko Nieminen,1.0,185.0,29.2,2.0,0.0,84.0,61.0,38.0,14.0,11.0,1.0,2.0,Novak Djokovic,1.0,188.0,23.4,7.0,1.0,78.0,45.0,37.0,16.0,11.0,4.0,4.0,True
0.0,0.0,0.0,1.0,0.0,79.0,Robin Haase,0.0,190.0,23.5,2.0,3.0,65.0,31.0,20.0,13.0,8.0,8.0,12.0,Novak Djokovic,1.0,188.0,23.4,5.0,1.0,53.0,33.0,25.0,13.0,9.0,4.0,5.0,True
0.0,0.0,0.0,1.0,0.0,98.0,Viktor Troicki,0.0,193.0,24.7,8.0,1.0,67.0,40.0,32.0,13.0,11.0,3.0,5.0,Novak Djokovic,1.0,188.0,23.4,3.0,2.0,68.0,37.0,28.0,19.0,11.0,2.0,3.0,True
0.0,0.0,0.0,1.0,0.0,84.0,Juan Monaco,0.0,185.0,26.6,1.0,3.0,46.0,33.0,21.0,7.0,9.0,1.0,4.0,Novak Djokovic,1.0,188.0,23.4,8.0,2.0,67.0,37.0,27.0,17.0,10.0,7.0,8.0,True
0.0,0.0,0.0,1.0,0.0,88.0,Tomas Berdych,0.0,196.0,25.1,7.0,3.0,56.0,28.0,21.0,11.0,9.0,4.0,7.0,Novak Djokovic,1.0,188.0,23.5,5.0,1.0,54.0,33.0,26.0,13.0,9.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,67.0,Andy Roddick,0.0,188.0,28.2,4.0,1.0,42.0,25.0,18.0,8.0,8.0,0.0,3.0,Novak Djokovic,1.0,188.0,23.5,6.0,0.0,51.0,30.0,22.0,16.0,9.0,1.0,1.0,True
0.0,0.0,0.0,1.0,1.0,91.0,Marcel Granollers,0.0,190.0,24.7,3.0,3.0,65.0,31.0,21.0,8.0,11.0,5.0,12.0,Novak Djokovic,1.0,188.0,23.6,7.0,1.0,66.0,45.0,34.0,14.0,12.0,1.0,2.0,True
0.0,0.0,0.0,1.0,1.0,201.0,Ivan Dodig,0.0,183.0,26.0,8.0,6.0,146.0,84.0,56.0,30.0,19.0,13.0,20.0,Novak Djokovic,1.0,188.0,23.6,9.0,3.0,121.0,78.0,59.0,27.0,19.0,4.0,5.0,True
0.0,0.0,0.0,1.0,1.0,40.0,Viktor Troicki,0.0,193.0,24.9,2.0,1.0,38.0,23.0,15.0,2.0,4.0,3.0,6.0,Novak Djokovic,1.0,188.0,23.6,1.0,0.0,22.0,17.0,10.0,4.0,4.0,0.0,1.0,True
0.0,0.0,0.0,1.0,1.0,104.0,Nicolas Almagro,0.0,183.0,25.4,5.0,2.0,78.0,46.0,28.0,14.0,12.0,8.0,13.0,Novak Djokovic,1.0,188.0,23.6,12.0,4.0,75.0,56.0,48.0,9.0,13.0,3.0,3.0,True
0.0,0.0,0.0,1.0,1.0,152.0,Tomas Berdych,0.0,196.0,25.3,6.0,5.0,96.0,52.0,37.0,15.0,12.0,5.0,10.0,Novak Djokovic,1.0,188.0,23.6,10.0,1.0,91.0,62.0,51.0,12.0,14.0,1.0,2.0,True
0.0,0.0,0.0,1.0,1.0,180.0,Roger Federer,0.0,185.0,29.4,5.0,0.0,105.0,62.0,45.0,20.0,17.0,9.0,14.0,Novak Djokovic,1.0,188.0,23.6,6.0,5.0,125.0,86.0,63.0,16.0,17.0,7.0,10.0,True
0.0,0.0,0.0,1.0,1.0,159.0,Andy Murray,0.0,190.0,23.6,6.0,4.0,109.0,59.0,37.0,16.0,13.0,11.0,18.0,Novak Djokovic,1.0,188.0,23.6,5.0,0.0,75.0,48.0,35.0,15.0,14.0,1.0,4.0,True
0.0,0.0,0.0,1.0,0.0,64.0,Michael Llodra,1.0,190.0,30.7,1.0,0.0,52.0,34.0,20.0,10.0,9.0,1.0,4.0,Novak Djokovic,1.0,188.0,23.7,4.0,1.0,51.0,33.0,26.0,13.0,9.0,3.0,3.0,True
0.0,0.0,0.0,1.0,0.0,109.0,Feliciano Lopez,1.0,188.0,29.4,7.0,6.0,74.0,36.0,29.0,19.0,13.0,3.0,6.0,Novak Djokovic,1.0,188.0,23.7,6.0,2.0,73.0,48.0,34.0,15.0,14.0,1.0,4.0,True
0.0,0.0,0.0,1.0,0.0,76.0,Florian Mayer,0.0,190.0,27.3,3.0,4.0,57.0,30.0,18.0,11.0,9.0,3.0,7.0,Novak Djokovic,1.0,188.0,23.7,6.0,2.0,62.0,42.0,36.0,8.0,10.0,4.0,5.0,True
0.0,0.0,0.0,1.0,0.0,142.0,Tomas Berdych,0.0,196.0,25.4,9.0,1.0,86.0,42.0,34.0,18.0,13.0,2.0,5.0,Novak Djokovic,1.0,188.0,23.7,10.0,2.0,84.0,53.0,40.0,20.0,13.0,4.0,4.0,True
0.0,0.0,0.0,1.0,0.0,72.0,Roger Federer,0.0,185.0,29.5,5.0,1.0,58.0,35.0,22.0,9.0,9.0,6.0,10.0,Novak Djokovic,1.0,188.0,23.7,5.0,0.0,49.0,33.0,27.0,9.0,9.0,1.0,2.0,True
0.0,0.0,0.0,1.0,0.0,60.0,Andrey Golubev,0.0,185.0,23.6,3.0,2.0,43.0,22.0,12.0,8.0,8.0,1.0,6.0,Novak Djokovic,1.0,188.0,23.7,0.0,2.0,36.0,23.0,18.0,11.0,8.0,0.0,1.0,True
0.0,0.0,0.0,1.0,0.0,54.0,Ernests Gulbis,0.0,190.0,22.5,0.0,5.0,36.0,20.0,9.0,3.0,6.0,1.0,6.0,Novak Djokovic,1.0,188.0,23.7,4.0,0.0,44.0,25.0,18.0,13.0,7.0,5.0,5.0,True
0.0,0.0,0.0,1.0,0.0,66.0,Viktor Troicki,0.0,193.0,25.0,3.0,5.0,43.0,26.0,12.0,4.0,6.0,4.0,9.0,Novak Djokovic,1.0,188.0,23.7,1.0,4.0,60.0,40.0,29.0,10.0,7.0,4.0,4.0,True
0.0,0.0,0.0,1.0,0.0,95.0,Richard Gasquet,0.0,185.0,24.7,2.0,2.0,72.0,49.0,26.0,9.0,9.0,7.0,12.0,Novak Djokovic,1.0,188.0,23.7,2.0,1.0,54.0,31.0,26.0,9.0,9.0,1.0,3.0,True
0.0,0.0,0.0,1.0,0.0,127.0,Roger Federer,0.0,185.0,29.5,1.0,2.0,85.0,48.0,33.0,15.0,13.0,5.0,10.0,Novak Djokovic,1.0,188.0,23.7,3.0,4.0,85.0,57.0,36.0,15.0,13.0,6.0,9.0,True
0.0,0.0,0.0,1.0,0.0,146.0,Rafael Nadal,1.0,185.0,24.7,2.0,0.0,69.0,29.0,20.0,23.0,13.0,3.0,8.0,Novak Djokovic,1.0,188.0,23.7,4.0,4.0,89.0,55.0,41.0,18.0,14.0,6.0,9.0,True
0.0,0.0,0.0,1.0,0.0,49.0,Denis Istomin,0.0,188.0,24.5,1.0,1.0,29.0,18.0,4.0,4.0,6.0,1.0,6.0,Novak Djokovic,1.0,188.0,23.8,0.0,2.0,41.0,26.0,19.0,10.0,7.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,53.0,James Blake,0.0,185.0,31.2,2.0,4.0,48.0,24.0,14.0,7.0,7.0,3.0,8.0,Novak Djokovic,1.0,188.0,23.8,5.0,1.0,37.0,27.0,24.0,5.0,7.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,84.0,Viktor Troicki,0.0,193.0,25.1,3.0,2.0,49.0,29.0,15.0,12.0,8.0,3.0,6.0,Novak Djokovic,1.0,188.0,23.8,3.0,2.0,67.0,42.0,30.0,15.0,9.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,108.0,Kevin Anderson,0.0,203.0,24.8,4.0,2.0,62.0,40.0,24.0,10.0,9.0,1.0,4.0,Novak Djokovic,1.0,188.0,23.8,6.0,2.0,64.0,42.0,34.0,10.0,9.0,5.0,5.0,True
0.0,0.0,0.0,1.0,0.0,86.0,Mardy Fish,0.0,188.0,29.2,4.0,1.0,48.0,26.0,16.0,10.0,8.0,3.0,7.0,Novak Djokovic,1.0,188.0,23.8,4.0,0.0,56.0,39.0,29.0,8.0,8.0,4.0,4.0,True
0.0,0.0,0.0,1.0,0.0,202.0,Rafael Nadal,1.0,185.0,24.7,5.0,6.0,110.0,66.0,46.0,20.0,15.0,7.0,9.0,Novak Djokovic,1.0,188.0,23.8,3.0,0.0,95.0,54.0,36.0,29.0,16.0,2.0,4.0,True
0.0,1.0,0.0,0.0,0.0,68.0,Adrian Ungur,0.0,178.0,26.2,0.0,4.0,42.0,20.0,11.0,7.0,8.0,1.0,6.0,Novak Djokovic,1.0,188.0,23.9,1.0,1.0,56.0,33.0,23.0,12.0,9.0,4.0,6.0,True
0.0,1.0,0.0,0.0,0.0,86.0,Blaz Kavcic,0.0,188.0,24.1,0.0,5.0,47.0,24.0,11.0,13.0,8.0,1.0,5.0,Novak Djokovic,1.0,188.0,23.9,2.0,3.0,59.0,36.0,26.0,12.0,9.0,1.0,2.0,True
0.0,1.0,0.0,0.0,0.0,116.0,Feliciano Lopez,1.0,188.0,29.5,6.0,2.0,67.0,42.0,29.0,13.0,10.0,2.0,4.0,Novak Djokovic,1.0,188.0,23.9,4.0,6.0,78.0,46.0,37.0,16.0,10.0,7.0,7.0,True
0.0,1.0,0.0,0.0,0.0,101.0,Kevin Anderson,0.0,203.0,24.9,7.0,0.0,64.0,39.0,28.0,11.0,9.0,4.0,6.0,Novak Djokovic,1.0,188.0,23.9,2.0,2.0,55.0,39.0,32.0,9.0,10.0,2.0,2.0,True
0.0,1.0,0.0,0.0,0.0,51.0,Guillermo Garcia Lopez,0.0,188.0,27.9,3.0,2.0,37.0,24.0,16.0,3.0,7.0,3.0,7.0,Novak Djokovic,1.0,188.0,23.9,5.0,1.0,34.0,21.0,21.0,11.0,8.0,0.0,0.0,True
0.0,1.0,0.0,0.0,0.0,148.0,David Ferrer,0.0,175.0,29.0,1.0,2.0,93.0,58.0,36.0,15.0,15.0,6.0,11.0,Novak Djokovic,1.0,188.0,23.9,6.0,1.0,85.0,56.0,43.0,12.0,14.0,3.0,6.0,True
0.0,1.0,0.0,0.0,0.0,130.0,Thomaz Bellucci,1.0,188.0,23.3,5.0,1.0,75.0,48.0,30.0,16.0,13.0,4.0,8.0,Novak Djokovic,1.0,188.0,23.9,6.0,1.0,80.0,51.0,35.0,18.0,14.0,1.0,3.0,True
0.0,1.0,0.0,0.0,0.0,138.0,Rafael Nadal,1.0,185.0,24.9,3.0,0.0,75.0,52.0,29.0,9.0,11.0,7.0,12.0,Novak Djokovic,1.0,188.0,23.9,3.0,1.0,58.0,33.0,23.0,13.0,11.0,3.0,6.0,True
0.0,1.0,0.0,0.0,0.0,67.0,Lukasz Kubot,0.0,190.0,28.9,1.0,3.0,50.0,33.0,19.0,4.0,7.0,1.0,5.0,Novak Djokovic,1.0,188.0,23.9,0.0,0.0,43.0,30.0,23.0,10.0,8.0,0.0,0.0,True
0.0,1.0,0.0,0.0,0.0,94.0,Stan Wawrinka,0.0,183.0,26.1,4.0,0.0,56.0,44.0,26.0,5.0,8.0,6.0,9.0,Novak Djokovic,1.0,188.0,23.9,2.0,0.0,61.0,37.0,27.0,15.0,9.0,6.0,6.0,True
0.0,1.0,0.0,0.0,0.0,77.0,Robin Soderling,0.0,193.0,26.7,2.0,1.0,46.0,30.0,16.0,3.0,7.0,4.0,9.0,Novak Djokovic,1.0,188.0,23.9,4.0,1.0,50.0,31.0,20.0,13.0,8.0,3.0,4.0,True
0.0,1.0,0.0,0.0,0.0,182.0,Andy Murray,0.0,190.0,23.9,6.0,4.0,98.0,62.0,40.0,13.0,14.0,7.0,13.0,Novak Djokovic,1.0,188.0,23.9,4.0,2.0,96.0,66.0,44.0,14.0,14.0,5.0,10.0,True
0.0,1.0,0.0,0.0,0.0,133.0,Rafael Nadal,1.0,185.0,24.9,2.0,1.0,69.0,49.0,33.0,5.0,10.0,7.0,11.0,Novak Djokovic,1.0,188.0,23.9,0.0,1.0,61.0,46.0,31.0,7.0,10.0,1.0,3.0,True
0.0,1.0,0.0,0.0,1.0,92.0,Thiemo De Bakker,0.0,193.0,22.6,5.0,3.0,80.0,52.0,32.0,10.0,12.0,10.0,16.0,Novak Djokovic,1.0,188.0,24.0,0.0,2.0,59.0,47.0,39.0,10.0,12.0,1.0,1.0,True
0.0,1.0,0.0,0.0,1.0,89.0,Victor Hanescu,0.0,198.0,29.8,3.0,0.0,74.0,46.0,29.0,15.0,11.0,5.0,8.0,Novak Djokovic,1.0,188.0,24.0,2.0,0.0,54.0,40.0,35.0,11.0,11.0,0.0,0.0,True
0.0,1.0,0.0,0.0,1.0,176.0,Juan Martin del Potro,0.0,198.0,22.6,5.0,3.0,113.0,66.0,43.0,21.0,17.0,7.0,12.0,Novak Djokovic,1.0,188.0,24.0,6.0,2.0,96.0,57.0,44.0,25.0,18.0,3.0,5.0,True
0.0,1.0,0.0,0.0,1.0,107.0,Richard Gasquet,0.0,185.0,24.9,6.0,2.0,86.0,53.0,35.0,15.0,14.0,4.0,8.0,Novak Djokovic,1.0,188.0,24.0,8.0,0.0,70.0,49.0,44.0,14.0,14.0,3.0,3.0,True
0.0,0.0,1.0,0.0,1.0,80.0,Jeremy Chardy,0.0,188.0,24.3,9.0,2.0,75.0,44.0,30.0,8.0,12.0,4.0,10.0,Novak Djokovic,1.0,188.0,24.0,9.0,1.0,61.0,45.0,38.0,12.0,12.0,1.0,1.0,True
0.0,0.0,1.0,0.0,1.0,114.0,Kevin Anderson,0.0,203.0,25.0,8.0,3.0,72.0,50.0,30.0,9.0,13.0,4.0,9.0,Novak Djokovic,1.0,188.0,24.0,7.0,4.0,87.0,64.0,48.0,12.0,14.0,5.0,6.0,True
0.0,0.0,1.0,0.0,1.0,195.0,Marcos Baghdatis,0.0,183.0,26.0,14.0,4.0,132.0,70.0,51.0,33.0,19.0,8.0,11.0,Novak Djokovic,1.0,188.0,24.0,10.0,4.0,122.0,80.0,60.0,24.0,20.0,4.0,5.0,True
0.0,0.0,1.0,0.0,1.0,101.0,Michael Llodra,1.0,190.0,31.0,8.0,7.0,82.0,44.0,32.0,16.0,13.0,7.0,11.0,Novak Djokovic,1.0,188.0,24.0,9.0,1.0,72.0,50.0,42.0,16.0,14.0,0.0,0.0,True
0.0,0.0,1.0,0.0,1.0,161.0,Bernard Tomic,0.0,193.0,18.6,7.0,2.0,144.0,94.0,59.0,24.0,19.0,9.0,15.0,Novak Djokovic,1.0,188.0,24.0,14.0,4.0,109.0,69.0,54.0,18.0,19.0,2.0,5.0,True
0.0,0.0,1.0,0.0,1.0,187.0,Jo-Wilfried Tsonga,0.0,188.0,26.1,12.0,5.0,133.0,90.0,61.0,20.0,20.0,6.0,12.0,Novak Djokovic,1.0,188.0,24.0,5.0,1.0,120.0,79.0,61.0,28.0,21.0,2.0,5.0,True
0.0,0.0,1.0,0.0,1.0,148.0,Rafael Nadal,1.0,185.0,25.0,5.0,1.0,82.0,64.0,43.0,8.0,16.0,1.0,6.0,Novak Djokovic,1.0,188.0,24.0,7.0,1.0,95.0,69.0,50.0,14.0,17.0,3.0,6.0,True
0.0,0.0,0.0,1.0,0.0,96.0,Nikolay Davydenko,0.0,178.0,30.1,1.0,4.0,67.0,51.0,24.0,4.0,9.0,7.0,14.0,Novak Djokovic,1.0,188.0,24.2,2.0,3.0,60.0,38.0,20.0,12.0,10.0,4.0,8.0,True
0.0,0.0,0.0,1.0,0.0,95.0,Marin Cilic,0.0,198.0,22.8,6.0,4.0,57.0,34.0,21.0,14.0,10.0,4.0,7.0,Novak Djokovic,1.0,188.0,24.2,1.0,1.0,66.0,48.0,37.0,9.0,10.0,3.0,3.0,True
0.0,0.0,0.0,1.0,0.0,74.0,Gael Monfils,0.0,193.0,24.9,3.0,3.0,39.0,19.0,13.0,5.0,7.0,5.0,9.0,Novak Djokovic,1.0,188.0,24.2,1.0,0.0,56.0,41.0,28.0,10.0,8.0,3.0,3.0,True
0.0,0.0,0.0,1.0,0.0,59.0,Jo-Wilfried Tsonga,0.0,188.0,26.3,4.0,2.0,39.0,26.0,17.0,5.0,6.0,3.0,5.0,Novak Djokovic,1.0,188.0,24.2,1.0,0.0,39.0,28.0,22.0,8.0,7.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,144.0,Mardy Fish,0.0,188.0,29.6,8.0,3.0,83.0,43.0,31.0,19.0,13.0,5.0,8.0,Novak Djokovic,1.0,188.0,24.2,4.0,2.0,96.0,61.0,43.0,18.0,14.0,8.0,10.0,True
0.0,0.0,0.0,1.0,0.0,77.0,Ryan Harrison,0.0,183.0,19.2,6.0,1.0,53.0,26.0,13.0,11.0,8.0,7.0,12.0,Novak Djokovic,1.0,188.0,24.2,3.0,1.0,52.0,33.0,24.0,10.0,9.0,1.0,3.0,True
0.0,0.0,0.0,1.0,0.0,82.0,Radek Stepanek,0.0,185.0,32.7,3.0,1.0,54.0,35.0,13.0,10.0,9.0,6.0,12.0,Novak Djokovic,1.0,188.0,24.2,3.0,1.0,51.0,24.0,17.0,14.0,9.0,1.0,4.0,True
0.0,0.0,0.0,1.0,0.0,153.0,Gael Monfils,0.0,193.0,24.9,12.0,7.0,105.0,60.0,44.0,16.0,14.0,9.0,13.0,Novak Djokovic,1.0,188.0,24.2,2.0,4.0,93.0,58.0,41.0,17.0,14.0,2.0,5.0,True
0.0,0.0,0.0,1.0,0.0,53.0,Tomas Berdych,0.0,196.0,25.9,4.0,2.0,42.0,26.0,17.0,6.0,6.0,2.0,4.0,Novak Djokovic,1.0,188.0,24.2,4.0,3.0,30.0,20.0,16.0,5.0,6.0,1.0,2.0,True
0.0,0.0,0.0,1.0,1.0,44.0,Conor Niland,0.0,185.0,29.9,1.0,2.0,30.0,15.0,6.0,2.0,6.0,1.0,6.0,Novak Djokovic,1.0,188.0,24.2,3.0,1.0,30.0,22.0,19.0,5.0,6.0,0.0,0.0,True
