Hard,Clay,Carpet,Grass,best_of,minutes,opponent_name,opp_hand,opp_ht,opp_age,opp_ace,opp_df,opp_svpt,opp_1stIn,opp_1stWon,opp_2ndWon,opp_SvGms,opp_bpSaved,opp_bpFaced,DJOK,djok_hand,djok_ht,djok_age,djok_ace,djok_df,djok_svpt,djok_1stIn,djok_1stWon,djok_2ndWon,djok_SvGms,djok_bpSaved,djok_bpFaced,Target
0.0,0.0,0.0,1.0,0.0,90.0,Grigor Dimitrov,0.0,188.0,23.3,2.0,3.0,60.0,34.0,19.0,10.0,9.0,3.0,8.0,Novak Djokovic,1.0,188.0,27.3,2.0,3.0,63.0,39.0,31.0,8.0,9.0,6.0,8.0,True
0.0,0.0,0.0,1.0,0.0,97.0,Andy Murray,0.0,190.0,27.3,4.0,2.0,58.0,34.0,24.0,8.0,9.0,3.0,6.0,Novak Djokovic,1.0,188.0,27.3,4.0,0.0,62.0,35.0,24.0,20.0,10.0,4.0,5.0,True
0.0,0.0,0.0,1.0,0.0,67.0,Tomas Berdych,0.0,196.0,29.0,1.0,3.0,42.0,24.0,11.0,4.0,7.0,2.0,8.0,Novak Djokovic,1.0,188.0,27.3,4.0,1.0,45.0,32.0,22.0,8.0,7.0,1.0,2.0,True
0.0,0.0,0.0,1.0,0.0,88.0,Dominic Thiem,0.0,185.0,21.0,5.0,3.0,73.0,40.0,28.0,14.0,9.0,6.0,8.0,Novak Djokovic,1.0,188.0,27.3,7.0,1.0,55.0,43.0,35.0,7.0,10.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,126.0,Mikhail Kukushkin,0.0,183.0,26.7,9.0,0.0,84.0,60.0,40.0,14.0,14.0,5.0,8.0,Novak Djokovic,1.0,188.0,27.3,13.0,2.0,95.0,65.0,49.0,14.0,15.0,3.0,5.0,True
0.0,0.0,0.0,1.0,0.0,95.0,David Ferrer,0.0,175.0,32.5,2.0,1.0,74.0,42.0,31.0,10.0,9.0,4.0,7.0,Novak Djokovic,1.0,188.0,27.3,4.0,0.0,53.0,38.0,32.0,9.0,9.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,85.0,Philipp Kohlschreiber,0.0,178.0,31.0,2.0,0.0,58.0,27.0,18.0,15.0,9.0,4.0,7.0,Novak Djokovic,1.0,188.0,27.4,3.0,1.0,62.0,38.0,28.0,13.0,10.0,0.0,1.0,True
0.0,0.0,0.0,1.0,0.0,92.0,Gael Monfils,0.0,193.0,28.1,12.0,4.0,60.0,38.0,27.0,10.0,10.0,4.0,6.0,Novak Djokovic,1.0,188.0,27.4,1.0,5.0,70.0,39.0,32.0,16.0,11.0,2.0,3.0,True
0.0,0.0,0.0,1.0,0.0,101.0,Andy Murray,0.0,190.0,27.4,5.0,3.0,67.0,34.0,23.0,14.0,10.0,9.0,13.0,Novak Djokovic,1.0,188.0,27.4,1.0,1.0,55.0,35.0,28.0,12.0,10.0,1.0,2.0,True
0.0,0.0,0.0,1.0,0.0,62.0,Kei Nishikori,0.0,178.0,24.8,1.0,4.0,48.0,32.0,21.0,2.0,8.0,3.0,7.0,Novak Djokovic,1.0,188.0,27.4,8.0,0.0,48.0,36.0,29.0,6.0,9.0,3.0,4.0,True
0.0,0.0,0.0,1.0,0.0,83.0,Milos Raonic,0.0,196.0,23.8,9.0,2.0,56.0,37.0,24.0,7.0,8.0,6.0,9.0,Novak Djokovic,1.0,188.0,27.4,4.0,0.0,56.0,42.0,34.0,7.0,9.0,4.0,4.0,True
0.0,0.0,0.0,1.0,0.0,65.0,Stan Wawrinka,0.0,183.0,29.6,2.0,3.0,45.0,22.0,10.0,6.0,7.0,4.0,9.0,Novak Djokovic,1.0,188.0,27.4,3.0,0.0,48.0,34.0,26.0,7.0,8.0,2.0,3.0,True
0.0,0.0,0.0,1.0,0.0,69.0,Tomas Berdych,0.0,196.0,29.1,2.0,2.0,52.0,22.0,16.0,9.0,8.0,2.0,6.0,Novak Djokovic,1.0,188.0,27.4,3.0,1.0,41.0,24.0,20.0,12.0,8.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,57.0,Marin Cilic,0.0,198.0,26.1,1.0,2.0,46.0,25.0,13.0,5.0,7.0,3.0,9.0,Novak Djokovic,1.0,188.0,27.4,4.0,1.0,37.0,23.0,18.0,8.0,7.0,0.0,1.0,True
0.0,0.0,0.0,1.0,0.0,88.0,Kei Nishikori,0.0,178.0,24.8,3.0,6.0,67.0,38.0,29.0,5.0,11.0,3.0,9.0,Novak Djokovic,1.0,188.0,27.4,3.0,2.0,58.0,34.0,28.0,13.0,11.0,2.0,4.0,True
0.0,0.0,0.0,1.0,0.0,59.0,Dusan Lajovic,0.0,180.0,24.5,0.0,2.0,43.0,27.0,13.0,5.0,7.0,1.0,6.0,Novak Djokovic,1.0,188.0,27.6,3.0,2.0,50.0,35.0,24.0,8.0,8.0,3.0,4.0,True
0.0,0.0,0.0,1.0,0.0,61.0,Sergiy Stakhovsky,0.0,193.0,28.9,3.0,1.0,48.0,26.0,16.0,6.0,7.0,3.0,7.0,Novak Djokovic,1.0,188.0,27.6,5.0,2.0,51.0,34.0,29.0,8.0,8.0,3.0,3.0,True
0.0,0.0,0.0,1.0,1.0,109.0,Aljaz Bedene,0.0,181.0,25.5,12.0,3.0,89.0,53.0,35.0,17.0,13.0,4.0,8.0,Novak Djokovic,1.0,188.0,27.6,8.0,3.0,79.0,52.0,44.0,17.0,14.0,3.0,3.0,True
0.0,0.0,0.0,1.0,1.0,84.0,Andrey Kuznetsov,0.0,185.0,23.9,2.0,3.0,80.0,39.0,24.0,12.0,11.0,6.0,13.0,Novak Djokovic,1.0,188.0,27.6,7.0,2.0,57.0,35.0,30.0,15.0,12.0,0.0,1.0,True
0.0,0.0,0.0,1.0,1.0,141.0,Fernando Verdasco,1.0,188.0,31.1,16.0,5.0,123.0,76.0,58.0,17.0,15.0,12.0,14.0,Novak Djokovic,1.0,188.0,27.6,11.0,0.0,91.0,66.0,54.0,17.0,16.0,3.0,3.0,True
0.0,0.0,0.0,1.0,1.0,128.0,Gilles Muller,1.0,193.0,31.6,8.0,0.0,105.0,65.0,47.0,21.0,17.0,8.0,11.0,Novak Djokovic,1.0,188.0,27.6,13.0,4.0,92.0,65.0,53.0,18.0,17.0,4.0,4.0,True
0.0,0.0,0.0,1.0,1.0,120.0,Milos Raonic,0.0,196.0,24.0,17.0,2.0,99.0,67.0,48.0,17.0,15.0,8.0,11.0,Novak Djokovic,1.0,188.0,27.6,8.0,2.0,78.0,54.0,48.0,18.0,15.0,0.0,0.0,True
0.0,0.0,0.0,1.0,1.0,210.0,Stan Wawrinka,0.0,183.0,29.8,10.0,4.0,158.0,94.0,60.0,33.0,24.0,10.0,17.0,Novak Djokovic,1.0,188.0,27.6,5.0,3.0,135.0,88.0,61.0,28.0,23.0,3.0,8.0,True
0.0,0.0,0.0,1.0,1.0,219.0,Andy Murray,0.0,190.0,27.6,10.0,3.0,118.0,77.0,50.0,14.0,19.0,7.0,16.0,Novak Djokovic,1.0,188.0,27.6,9.0,1.0,136.0,81.0,48.0,34.0,20.0,7.0,12.0,True
0.0,0.0,0.0,1.0,0.0,78.0,Vasek Pospisil,0.0,193.0,24.6,2.0,6.0,62.0,32.0,26.0,10.0,10.0,1.0,4.0,Novak Djokovic,1.0,188.0,27.7,5.0,2.0,56.0,28.0,22.0,17.0,10.0,2.0,3.0,True
0.0,0.0,0.0,1.0,0.0,60.0,Andrey Golubev,0.0,185.0,27.5,2.0,1.0,49.0,27.0,16.0,7.0,7.0,6.0,10.0,Novak Djokovic,1.0,188.0,27.7,1.0,0.0,43.0,28.0,21.0,11.0,8.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,49.0,Marsel Ilhan,0.0,190.0,27.7,3.0,1.0,41.0,24.0,15.0,2.0,7.0,2.0,7.0,Novak Djokovic,1.0,188.0,27.7,7.0,1.0,42.0,27.0,23.0,8.0,7.0,3.0,3.0,True
0.0,0.0,0.0,1.0,0.0,124.0,Tomas Berdych,0.0,196.0,29.4,4.0,0.0,78.0,42.0,25.0,17.0,14.0,4.0,10.0,Novak Djokovic,1.0,188.0,27.7,4.0,1.0,85.0,54.0,39.0,14.0,14.0,2.0,5.0,True
0.0,0.0,0.0,1.0,0.0,60.0,Marcos Baghdatis,0.0,183.0,29.7,3.0,3.0,51.0,31.0,22.0,4.0,8.0,1.0,5.0,Novak Djokovic,1.0,188.0,27.7,6.0,1.0,39.0,29.0,24.0,8.0,8.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,85.0,Albert Ramos,1.0,188.0,27.1,2.0,4.0,58.0,39.0,25.0,8.0,10.0,5.0,9.0,Novak Djokovic,1.0,188.0,27.7,1.0,3.0,62.0,37.0,29.0,15.0,11.0,3.0,5.0,True
0.0,0.0,0.0,1.0,0.0,92.0,John Isner,0.0,206.0,29.8,8.0,0.0,65.0,51.0,39.0,7.0,11.0,1.0,2.0,Novak Djokovic,1.0,188.0,27.7,7.0,1.0,68.0,46.0,38.0,14.0,11.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,88.0,Andy Murray,0.0,190.0,27.8,2.0,4.0,55.0,26.0,13.0,14.0,8.0,2.0,6.0,Novak Djokovic,1.0,188.0,27.7,1.0,2.0,55.0,32.0,20.0,16.0,9.0,2.0,3.0,True
0.0,0.0,0.0,1.0,0.0,138.0,Roger Federer,0.0,185.0,33.5,6.0,3.0,98.0,57.0,41.0,15.0,14.0,8.0,13.0,Novak Djokovic,1.0,188.0,27.7,8.0,5.0,101.0,61.0,47.0,21.0,15.0,8.0,10.0,True
0.0,0.0,0.0,1.0,0.0,116.0,Martin Klizan,1.0,190.0,25.6,0.0,3.0,92.0,50.0,26.0,17.0,12.0,12.0,19.0,Novak Djokovic,1.0,188.0,27.8,4.0,2.0,77.0,53.0,35.0,13.0,13.0,1.0,4.0,True
0.0,0.0,0.0,1.0,0.0,89.0,Steve Darcis,0.0,178.0,31.0,1.0,0.0,87.0,49.0,23.0,18.0,9.0,9.0,14.0,Novak Djokovic,1.0,188.0,27.8,5.0,0.0,52.0,40.0,29.0,8.0,9.0,0.0,1.0,True
0.0,0.0,0.0,1.0,0.0,119.0,Alexandr Dolgopolov,0.0,180.0,26.3,1.0,4.0,85.0,47.0,34.0,11.0,15.0,3.0,10.0,Novak Djokovic,1.0,188.0,27.8,10.0,2.0,89.0,54.0,39.0,21.0,15.0,6.0,9.0,True
0.0,0.0,0.0,1.0,0.0,113.0,David Ferrer,0.0,175.0,32.9,1.0,3.0,85.0,48.0,28.0,18.0,12.0,3.0,7.0,Novak Djokovic,1.0,188.0,27.8,2.0,4.0,64.0,35.0,29.0,14.0,12.0,0.0,2.0,True
0.0,0.0,0.0,1.0,0.0,91.0,John Isner,0.0,206.0,29.9,9.0,1.0,82.0,55.0,39.0,8.0,10.0,2.0,4.0,Novak Djokovic,1.0,188.0,27.8,10.0,1.0,58.0,36.0,29.0,16.0,10.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,167.0,Andy Murray,0.0,190.0,27.8,8.0,3.0,107.0,63.0,40.0,19.0,14.0,13.0,18.0,Novak Djokovic,1.0,188.0,27.8,4.0,4.0,92.0,57.0,36.0,19.0,14.0,3.0,6.0,True
0.0,1.0,0.0,0.0,0.0,87.0,Albert Ramos,1.0,188.0,27.2,0.0,3.0,62.0,35.0,18.0,14.0,8.0,9.0,13.0,Novak Djokovic,1.0,188.0,27.8,3.0,2.0,54.0,29.0,23.0,16.0,9.0,3.0,4.0,True
0.0,1.0,0.0,0.0,0.0,57.0,Andreas Haider Maurer,0.0,190.0,28.0,3.0,3.0,42.0,26.0,15.0,5.0,8.0,1.0,5.0,Novak Djokovic,1.0,188.0,27.8,2.0,0.0,41.0,26.0,20.0,12.0,8.0,0.0,0.0,True
0.0,1.0,0.0,0.0,0.0,66.0,Marin Cilic,0.0,198.0,26.5,3.0,1.0,56.0,32.0,18.0,8.0,8.0,5.0,10.0,Novak Djokovic,1.0,188.0,27.8,1.0,0.0,44.0,27.0,23.0,8.0,7.0,2.0,2.0,True
0.0,1.0,0.0,0.0,0.0,98.0,Rafael Nadal,1.0,185.0,28.8,2.0,3.0,66.0,43.0,25.0,11.0,9.0,6.0,10.0,Novak Djokovic,1.0,188.0,27.8,1.0,0.0,57.0,43.0,31.0,8.0,9.0,2.0,3.0,True
0.0,1.0,0.0,0.0,0.0,163.0,Tomas Berdych,0.0,196.0,29.5,1.0,0.0,108.0,48.0,36.0,27.0,15.0,9.0,14.0,Novak Djokovic,1.0,188.0,27.8,2.0,5.0,102.0,60.0,40.0,21.0,16.0,6.0,10.0,True
0.0,1.0,0.0,0.0,0.0,122.0,Nicolas Almagro,0.0,183.0,29.7,11.0,2.0,83.0,47.0,33.0,19.0,13.0,0.0,3.0,Novak Djokovic,1.0,188.0,27.9,11.0,0.0,91.0,65.0,51.0,15.0,15.0,1.0,1.0,True
0.0,1.0,0.0,0.0,0.0,120.0,Thomaz Bellucci,1.0,188.0,27.3,6.0,3.0,94.0,60.0,39.0,17.0,14.0,8.0,12.0,Novak Djokovic,1.0,188.0,27.9,2.0,0.0,73.0,51.0,42.0,12.0,15.0,0.0,2.0,True
0.0,1.0,0.0,0.0,0.0,108.0,Kei Nishikori,0.0,178.0,25.3,6.0,2.0,76.0,46.0,28.0,18.0,12.0,3.0,6.0,Novak Djokovic,1.0,188.0,27.9,3.0,2.0,72.0,49.0,41.0,11.0,13.0,2.0,3.0,True
0.0,1.0,0.0,0.0,0.0,95.0,David Ferrer,0.0,175.0,33.1,1.0,1.0,51.0,37.0,29.0,5.0,10.0,3.0,5.0,Novak Djokovic,1.0,188.0,27.9,4.0,0.0,73.0,49.0,33.0,16.0,10.0,3.0,3.0,True
0.0,1.0,0.0,0.0,0.0,76.0,Roger Federer,0.0,185.0,33.7,7.0,1.0,62.0,39.0,30.0,8.0,9.0,3.0,5.0,Novak Djokovic,1.0,188.0,27.9,5.0,1.0,53.0,38.0,32.0,10.0,10.0,1.0,1.0,True
0.0,1.0,0.0,0.0,1.0,123.0,Jarkko Nieminen,1.0,185.0,33.8,2.0,0.0,95.0,52.0,36.0,15.0,14.0,7.0,13.0,Novak Djokovic,1.0,188.0,28.0,6.0,1.0,87.0,65.0,47.0,13.0,14.0,5.0,6.0,True
0.0,1.0,0.0,0.0,1.0,106.0,Gilles Muller,1.0,193.0,32.0,4.0,6.0,85.0,46.0,31.0,16.0,13.0,7.0,12.0,Novak Djokovic,1.0,188.0,28.0,3.0,1.0,73.0,50.0,42.0,15.0,14.0,3.0,4.0,True
0.0,1.0,0.0,0.0,1.0,109.0,Thanasi Kokkinakis,0.0,196.0,19.1,8.0,3.0,81.0,56.0,41.0,14.0,15.0,5.0,8.0,Novak Djokovic,1.0,188.0,28.0,4.0,0.0,76.0,58.0,49.0,12.0,15.0,0.0,0.0,True
0.0,1.0,0.0,0.0,1.0,120.0,Richard Gasquet,0.0,185.0,28.9,4.0,1.0,94.0,55.0,35.0,10.0,12.0,16.0,23.0,Novak Djokovic,1.0,188.0,28.0,4.0,0.0,80.0,61.0,42.0,13.0,12.0,8.0,9.0,True
0.0,1.0,0.0,0.0,1.0,146.0,Rafael Nadal,1.0,185.0,28.9,3.0,2.0,93.0,56.0,33.0,14.0,14.0,11.0,18.0,Novak Djokovic,1.0,188.0,28.0,3.0,0.0,80.0,50.0,38.0,18.0,14.0,3.0,5.0,True
0.0,1.0,0.0,0.0,1.0,249.0,Andy Murray,0.0,190.0,28.0,12.0,1.0,149.0,98.0,63.0,28.0,24.0,13.0,19.0,Novak Djokovic,1.0,188.0,28.0,8.0,2.0,141.0,98.0,67.0,29.0,25.0,1.0,4.0,True
0.0,0.0,1.0,0.0,1.0,176.0,Roger Federer,0.0,185.0,33.8,14.0,3.0,141.0,94.0,70.0,23.0,22.0,6.0,10.0,Novak Djokovic,1.0,188.0,28.1,13.0,1.0,145.0,95.0,70.0,30.0,21.0,6.0,7.0,True
0.0,0.0,0.0,1.0,1.0,200.0,Roger Federer,0.0,185.0,34.0,11.0,5.0,137.0,87.0,62.0,23.0,21.0,7.0,13.0,Novak Djokovic,1.0,188.0,28.2,3.0,5.0,155.0,96.0,63.0,32.0,21.0,19.0,23.0,True
0.0,0.0,0.0,1.0,0.0,91.0,Rafael Nadal,1.0,185.0,29.3,0.0,1.0,48.0,34.0,19.0,5.0,8.0,1.0,5.0,Novak Djokovic,1.0,188.0,28.3,7.0,0.0,57.0,47.0,33.0,5.0,8.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,78.0,Jo-Wilfried Tsonga,0.0,188.0,30.4,5.0,3.0,69.0,44.0,31.0,4.0,9.0,9.0,13.0,Novak Djokovic,1.0,188.0,28.3,2.0,0.0,41.0,29.0,25.0,9.0,9.0,0.0,1.0,True
0.0,0.0,0.0,1.0,0.0,93.0,Andy Murray,0.0,190.0,28.4,4.0,2.0,67.0,36.0,23.0,11.0,9.0,5.0,9.0,Novak Djokovic,1.0,188.0,28.4,2.0,0.0,48.0,30.0,20.0,13.0,9.0,0.0,1.0,True
0.0,0.0,0.0,1.0,0.0,80.0,Roger Federer,0.0,185.0,34.2,6.0,2.0,59.0,38.0,27.0,9.0,10.0,6.0,9.0,Novak Djokovic,1.0,188.0,28.4,5.0,0.0,56.0,37.0,23.0,16.0,9.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,51.0,Dustin Brown,0.0,196.0,31.0,1.0,4.0,55.0,32.0,18.0,8.0,8.0,7.0,12.0,Novak Djokovic,1.0,188.0,28.6,2.0,0.0,40.0,32.0,23.0,7.0,8.0,1.0,2.0,True
0.0,0.0,0.0,1.0,0.0,69.0,Fernando Verdasco,1.0,188.0,32.1,4.0,2.0,52.0,33.0,19.0,6.0,8.0,4.0,8.0,Novak Djokovic,1.0,188.0,28.6,2.0,2.0,51.0,34.0,26.0,11.0,8.0,2.0,2.0,True
0.0,0.0,0.0,1.0,0.0,93.0,Leonardo Mayer,0.0,188.0,28.6,3.0,5.0,65.0,41.0,22.0,10.0,11.0,2.0,7.0,Novak Djokovic,1.0,188.0,28.6,2.0,0.0,57.0,38.0,30.0,7.0,10.0,3.0,5.0,True
0.0,0.0,0.0,1.0,0.0,102.0,Tomas Berdych,0.0,196.0,30.2,4.0,4.0,68.0,40.0,28.0,13.0,10.0,3.0,5.0,Novak Djokovic,1.0,188.0,28.6,4.0,1.0,69.0,45.0,35.0,13.0,11.0,3.0,4.0,True
0.0,0.0,0.0,1.0,0.0,73.0,Rafael Nadal,1.0,185.0,29.5,3.0,1.0,43.0,28.0,14.0,6.0,7.0,3.0,7.0,Novak Djokovic,1.0,188.0,28.6,4.0,1.0,44.0,33.0,26.0,8.0,8.0,1.0,1.0,True
0.0,0.0,0.0,1.0,1.0,115.0,Hyeon Chung,0.0,188.0,19.6,5.0,2.0,90.0,56.0,33.0,16.0,13.0,2.0,7.0,Novak Djokovic,1.0,188.0,28.6,10.0,3.0,68.0,45.0,40.0,13.0,14.0,0.0,1.0,True
0.0,0.0,0.0,1.0,1.0,100.0,Quentin Halys,0.0,191.0,19.2,9.0,6.0,92.0,60.0,42.0,8.0,14.0,6.0,11.0,Novak Djokovic,1.0,188.0,28.6,9.0,0.0,72.0,44.0,38.0,20.0,14.0,0.0,1.0,True
0.0,0.0,0.0,1.0,1.0,141.0,Andreas Seppi,0.0,190.0,31.9,5.0,0.0,96.0,55.0,44.0,16.0,16.0,3.0,6.0,Novak Djokovic,1.0,188.0,28.6,9.0,2.0,103.0,74.0,56.0,18.0,16.0,3.0,3.0,True
0.0,0.0,0.0,1.0,1.0,272.0,Gilles Simon,0.0,183.0,31.0,2.0,4.0,192.0,126.0,87.0,24.0,25.0,19.0,25.0,Novak Djokovic,1.0,188.0,28.6,9.0,1.0,177.0,110.0,77.0,37.0,26.0,14.0,18.0,True
0.0,0.0,0.0,1.0,1.0,127.0,Kei Nishikori,0.0,178.0,26.0,9.0,4.0,84.0,49.0,29.0,14.0,13.0,5.0,11.0,Novak Djokovic,1.0,188.0,28.6,6.0,2.0,89.0,51.0,33.0,25.0,14.0,6.0,8.0,True
0.0,0.0,0.0,1.0,1.0,139.0,Roger Federer,0.0,185.0,34.4,5.0,1.0,100.0,57.0,35.0,21.0,16.0,4.0,9.0,Novak Djokovic,1.0,188.0,28.6,10.0,1.0,97.0,65.0,50.0,21.0,17.0,3.0,4.0,True
0.0,0.0,0.0,1.0,1.0,173.0,Andy Murray,0.0,190.0,28.6,12.0,5.0,111.0,71.0,48.0,14.0,16.0,7.0,12.0,Novak Djokovic,1.0,188.0,28.6,7.0,3.0,111.0,73.0,54.0,20.0,16.0,4.0,6.0,True
0.0,0.0,0.0,1.0,0.0,65.0,Tommy Robredo,0.0,180.0,33.8,2.0,3.0,68.0,38.0,21.0,13.0,7.0,9.0,13.0,Novak Djokovic,1.0,188.0,28.7,6.0,1.0,39.0,27.0,24.0,8.0,8.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,65.0,Malek Jaziri,0.0,185.0,32.0,2.0,4.0,62.0,30.0,17.0,12.0,7.0,12.0,16.0,Novak Djokovic,1.0,188.0,28.7,4.0,2.0,42.0,24.0,19.0,15.0,8.0,1.0,1.0,True
0.0,0.0,0.0,1.0,1.0,113.0,Aleksandr Nedovyesov,0.0,193.0,29.0,2.0,6.0,92.0,64.0,36.0,11.0,12.0,9.0,15.0,Novak Djokovic,1.0,188.0,28.7,5.0,2.0,67.0,40.0,34.0,16.0,12.0,1.0,1.0,True
0.0,0.0,0.0,1.0,1.0,297.0,Mikhail Kukushkin,0.0,183.0,28.1,7.0,2.0,177.0,101.0,65.0,39.0,25.0,9.0,16.0,Novak Djokovic,1.0,188.0,28.7,19.0,12.0,173.0,117.0,89.0,23.0,26.0,3.0,8.0,True
0.0,0.0,0.0,1.0,0.0,106.0,Bjorn Fratangelo,0.0,183.0,22.6,2.0,4.0,85.0,49.0,26.0,17.0,11.0,9.0,14.0,Novak Djokovic,1.0,188.0,28.7,8.0,3.0,71.0,42.0,33.0,14.0,12.0,4.0,7.0,True
0.0,0.0,0.0,1.0,0.0,99.0,Philipp Kohlschreiber,0.0,178.0,32.3,3.0,3.0,67.0,46.0,31.0,8.0,12.0,2.0,6.0,Novak Djokovic,1.0,188.0,28.7,1.0,1.0,81.0,50.0,35.0,17.0,12.0,2.0,4.0,True
0.0,0.0,0.0,1.0,0.0,65.0,Feliciano Lopez,1.0,188.0,34.4,5.0,0.0,55.0,28.0,22.0,12.0,9.0,3.0,6.0,Novak Djokovic,1.0,188.0,28.7,3.0,1.0,48.0,29.0,23.0,13.0,9.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,126.0,Jo-Wilfried Tsonga,0.0,188.0,30.8,4.0,7.0,91.0,43.0,33.0,19.0,12.0,6.0,8.0,Novak Djokovic,1.0,188.0,28.7,3.0,4.0,79.0,48.0,38.0,16.0,12.0,0.0,2.0,True
0.0,0.0,0.0,1.0,0.0,118.0,Rafael Nadal,1.0,185.0,29.7,2.0,0.0,93.0,74.0,40.0,11.0,10.0,9.0,12.0,Novak Djokovic,1.0,188.0,28.7,2.0,3.0,60.0,42.0,30.0,11.0,10.0,1.0,2.0,True
0.0,0.0,0.0,1.0,0.0,77.0,Milos Raonic,0.0,196.0,25.1,4.0,2.0,60.0,30.0,23.0,3.0,7.0,6.0,11.0,Novak Djokovic,1.0,188.0,28.7,2.0,1.0,41.0,28.0,22.0,8.0,7.0,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,80.0,Kyle Edmund,0.0,188.0,21.1,0.0,2.0,72.0,44.0,27.0,11.0,9.0,7.0,11.0,Novak Djokovic,1.0,188.0,28.8,3.0,1.0,47.0,33.0,25.0,9.0,9.0,0.0,1.0,True
0.0,0.0,0.0,1.0,0.0,77.0,Joao Sousa,0.0,185.0,26.9,0.0,3.0,62.0,42.0,19.0,6.0,9.0,6.0,12.0,Novak Djokovic,1.0,188.0,28.8,9.0,4.0,52.0,38.0,29.0,3.0,8.0,3.0,5.0,True
0.0,0.0,0.0,1.0,0.0,109.0,Dominic Thiem,0.0,185.0,22.5,2.0,5.0,59.0,38.0,28.0,6.0,9.0,3.0,6.0,Novak Djokovic,1.0,188.0,28.8,2.0,9.0,102.0,70.0,43.0,16.0,10.0,14.0,15.0,True
0.0,0.0,0.0,1.0,0.0,99.0,Tomas Berdych,0.0,196.0,30.5,0.0,5.0,65.0,42.0,27.0,6.0,9.0,6.0,10.0,Novak Djokovic,1.0,188.0,28.8,2.0,1.0,61.0,39.0,27.0,14.0,9.0,2.0,3.0,True
0.0,0.0,0.0,1.0,0.0,125.0,David Goffin,0.0,180.0,25.2,8.0,2.0,81.0,48.0,33.0,17.0,11.0,2.0,4.0,Novak Djokovic,1.0,188.0,28.8,7.0,2.0,76.0,45.0,32.0,19.0,11.0,4.0,5.0,True
0.0,0.0,0.0,1.0,0.0,86.0,Kei Nishikori,0.0,178.0,26.2,0.0,5.0,66.0,34.0,18.0,14.0,9.0,4.0,9.0,Novak Djokovic,1.0,188.0,28.8,0.0,2.0,43.0,28.0,22.0,9.0,9.0,0.0,2.0,True
0.0,1.0,0.0,0.0,0.0,78.0,Borna Coric,0.0,188.0,19.4,4.0,0.0,50.0,28.0,18.0,10.0,9.0,2.0,5.0,Novak Djokovic,1.0,188.0,28.9,2.0,4.0,49.0,26.0,22.0,16.0,9.0,1.0,1.0,True
0.0,1.0,0.0,0.0,0.0,68.0,Roberto Bautista Agut,0.0,183.0,28.0,1.0,0.0,50.0,31.0,13.0,9.0,8.0,3.0,8.0,Novak Djokovic,1.0,188.0,28.9,1.0,0.0,43.0,27.0,24.0,7.0,7.0,0.0,0.0,True
0.0,1.0,0.0,0.0,0.0,104.0,Milos Raonic,0.0,196.0,25.3,4.0,2.0,69.0,47.0,31.0,10.0,9.0,8.0,10.0,Novak Djokovic,1.0,188.0,28.9,1.0,3.0,64.0,42.0,31.0,15.0,10.0,3.0,3.0,True
0.0,1.0,0.0,0.0,0.0,118.0,Kei Nishikori,0.0,178.0,26.3,1.0,2.0,80.0,49.0,34.0,14.0,10.0,5.0,7.0,Novak Djokovic,1.0,188.0,28.9,4.0,2.0,79.0,58.0,44.0,9.0,11.0,4.0,5.0,True
0.0,1.0,0.0,0.0,0.0,126.0,Andy Murray,0.0,190.0,28.9,10.0,2.0,75.0,53.0,36.0,7.0,13.0,2.0,6.0,Novak Djokovic,1.0,188.0,28.9,2.0,3.0,82.0,59.0,43.0,12.0,13.0,8.0,10.0,True
0.0,1.0,0.0,0.0,0.0,86.0,Stephane Robert,0.0,185.0,35.9,4.0,0.0,67.0,39.0,29.0,13.0,12.0,2.0,5.0,Novak Djokovic,1.0,188.0,28.9,2.0,1.0,72.0,50.0,35.0,16.0,12.0,2.0,3.0,True
0.0,1.0,0.0,0.0,0.0,97.0,Thomaz Bellucci,1.0,188.0,28.3,1.0,3.0,59.0,34.0,21.0,15.0,11.0,0.0,3.0,Novak Djokovic,1.0,188.0,28.9,1.0,0.0,71.0,54.0,37.0,7.0,12.0,0.0,3.0,True
0.0,1.0,0.0,0.0,0.0,144.0,Rafael Nadal,1.0,185.0,29.9,2.0,1.0,92.0,76.0,45.0,11.0,12.0,6.0,9.0,Novak Djokovic,1.0,188.0,28.9,3.0,2.0,79.0,56.0,36.0,15.0,12.0,1.0,3.0,True
0.0,1.0,0.0,0.0,0.0,181.0,Kei Nishikori,0.0,178.0,26.3,4.0,2.0,124.0,77.0,48.0,27.0,15.0,12.0,14.0,Novak Djokovic,1.0,188.0,28.9,5.0,2.0,99.0,70.0,49.0,14.0,15.0,5.0,8.0,True
