,Year,Hard,Clay,Carpet,Grass,draw_size,winner_hand,winner_ht,winner_age,loser_hand,loser_ht,loser_age,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
296,2009,0.0,0.0,0.0,1.0,56,1.0,188.0,22.2,0.0,183.0,24.6,3,88.0,8.0,3.0,64.0,40.0,33.0,12.0,11.0,2.0,3.0,6.0,3.0,65.0,37.0,26.0,14.0,11.0,6.0,9.0,4.0,7150.0,9.0,3320.0
297,2009,0.0,0.0,0.0,1.0,56,1.0,188.0,22.2,1.0,185.0,23.2,3,92.0,5.0,1.0,55.0,36.0,27.0,11.0,9.0,1.0,1.0,1.0,3.0,56.0,35.0,21.0,10.0,8.0,3.0,6.0,4.0,7150.0,3.0,8665.0
298,2009,0.0,0.0,0.0,1.0,56,1.0,185.0,28.0,0.0,188.0,22.2,3,127.0,7.0,0.0,60.0,33.0,28.0,15.0,10.0,3.0,4.0,3.0,1.0,81.0,55.0,33.0,9.0,9.0,11.0,15.0,1.0,11040.0,4.0,7150.0
299,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,21.7,0.0,173.0,25.3,3,79.0,5.0,1.0,71.0,44.0,31.0,12.0,9.0,4.0,6.0,1.0,3.0,54.0,29.0,14.0,11.0,8.0,6.0,11.0,3.0,9010.0,125.0,726.0
300,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,21.7,0.0,190.0,29.6,3,127.0,5.0,3.0,92.0,51.0,38.0,20.0,14.0,6.0,8.0,2.0,2.0,95.0,69.0,46.0,15.0,14.0,7.0,10.0,3.0,9010.0,66.0,1132.0
301,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,21.7,0.0,198.0,20.4,3,98.0,7.0,3.0,71.0,45.0,37.0,12.0,10.0,6.0,6.0,5.0,1.0,69.0,40.0,28.0,11.0,9.0,5.0,7.0,3.0,9010.0,19.0,2500.0
302,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,21.7,0.0,183.0,24.1,3,165.0,12.0,3.0,109.0,67.0,44.0,25.0,16.0,1.0,3.0,4.0,2.0,118.0,63.0,47.0,26.0,17.0,9.0,12.0,3.0,9010.0,8.0,3945.0
303,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,21.7,0.0,175.0,26.8,3,97.0,3.0,0.0,63.0,45.0,30.0,9.0,11.0,1.0,4.0,4.0,3.0,59.0,35.0,18.0,13.0,10.0,2.0,7.0,3.0,9010.0,14.0,2875.0
304,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,21.7,0.0,188.0,22.0,3,87.0,11.0,3.0,68.0,47.0,42.0,9.0,11.0,1.0,1.0,13.0,3.0,67.0,43.0,34.0,14.0,11.0,3.0,4.0,3.0,9010.0,55.0,1268.0
305,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,21.7,0.0,190.0,29.6,3,93.0,5.0,1.0,70.0,47.0,31.0,13.0,11.0,5.0,7.0,2.0,4.0,72.0,46.0,30.0,10.0,11.0,3.0,7.0,3.0,9010.0,68.0,1132.0
306,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,21.7,1.0,190.0,21.4,3,69.0,6.0,1.0,52.0,32.0,24.0,14.0,9.0,0.0,0.0,3.0,2.0,60.0,35.0,21.0,12.0,9.0,1.0,4.0,3.0,9010.0,76.0,1085.0
307,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,23.8,0.0,188.0,21.7,3,86.0,9.0,1.0,67.0,47.0,38.0,12.0,11.0,5.0,5.0,8.0,0.0,67.0,49.0,35.0,11.0,11.0,2.0,3.0,12.0,3200.0,3.0,9010.0
308,2009,0.0,0.0,1.0,0.0,32,1.0,188.0,22.0,0.0,183.0,23.6,3,84.0,8.0,2.0,61.0,44.0,33.0,10.0,10.0,2.0,2.0,2.0,1.0,78.0,55.0,35.0,9.0,10.0,7.0,10.0,4.0,8020.0,66.0,951.0
309,2009,0.0,0.0,1.0,0.0,32,1.0,188.0,22.0,0.0,180.0,28.2,3,125.0,14.0,1.0,87.0,46.0,36.0,24.0,15.0,11.0,13.0,7.0,3.0,107.0,67.0,43.0,20.0,16.0,6.0,11.0,4.0,8020.0,56.0,1056.0
310,2009,0.0,0.0,1.0,0.0,32,1.0,188.0,22.0,1.0,183.0,28.0,3,67.0,6.0,1.0,49.0,37.0,30.0,5.0,9.0,1.0,2.0,5.0,3.0,62.0,29.0,18.0,12.0,8.0,3.0,7.0,4.0,8020.0,28.0,1675.0
311,2009,0.0,0.0,1.0,0.0,32,1.0,188.0,22.0,0.0,168.0,28.3,3,115.0,10.0,2.0,73.0,48.0,39.0,11.0,11.0,2.0,3.0,2.0,1.0,72.0,40.0,29.0,17.0,11.0,4.0,6.0,4.0,8020.0,136.0,563.0
312,2009,0.0,0.0,1.0,0.0,32,1.0,188.0,31.1,0.0,188.0,22.0,3,132.0,10.0,6.0,103.0,57.0,47.0,26.0,15.0,4.0,4.0,4.0,3.0,86.0,46.0,29.0,24.0,13.0,7.0,10.0,41.0,1195.0,4.0,8020.0
313,2009,0.0,0.0,0.0,1.0,56,1.0,188.0,22.3,0.0,178.0,22.3,3,70.0,3.0,1.0,50.0,29.0,24.0,10.0,8.0,3.0,4.0,2.0,2.0,50.0,39.0,21.0,2.0,8.0,2.0,7.0,4.0,7740.0,66.0,720.0
314,2009,0.0,0.0,0.0,1.0,56,1.0,188.0,22.3,0.0,180.0,33.4,3,84.0,5.0,3.0,48.0,29.0,22.0,12.0,9.0,0.0,1.0,0.0,3.0,63.0,32.0,20.0,13.0,9.0,5.0,9.0,4.0,7740.0,99.0,545.0
315,2009,0.0,0.0,0.0,1.0,56,1.0,188.0,22.3,0.0,183.0,24.7,3,144.0,1.0,5.0,84.0,52.0,32.0,14.0,13.0,4.0,9.0,4.0,1.0,97.0,51.0,31.0,19.0,12.0,8.0,14.0,4.0,7740.0,10.0,3285.0
316,2009,0.0,0.0,0.0,1.0,56,1.0,178.0,28.3,0.0,188.0,22.3,3,183.0,5.0,1.0,99.0,66.0,49.0,18.0,16.0,6.0,7.0,5.0,2.0,120.0,77.0,50.0,26.0,16.0,8.0,9.0,8.0,3710.0,4.0,7740.0
317,2009,0.0,1.0,0.0,0.0,28,1.0,188.0,21.9,0.0,180.0,24.8,3,121.0,6.0,3.0,63.0,40.0,31.0,12.0,12.0,2.0,4.0,5.0,2.0,96.0,50.0,31.0,17.0,12.0,13.0,19.0,3.0,9670.0,63.0,1045.0
318,2009,0.0,1.0,0.0,0.0,28,1.0,188.0,21.9,0.0,193.0,23.2,3,70.0,2.0,0.0,49.0,34.0,26.0,7.0,9.0,2.0,3.0,1.0,1.0,44.0,25.0,15.0,7.0,8.0,0.0,4.0,3.0,9670.0,38.0,1460.0
319,2009,0.0,1.0,0.0,0.0,28,1.0,188.0,21.9,0.0,190.0,25.1,3,137.0,1.0,3.0,97.0,59.0,41.0,19.0,13.0,6.0,8.0,3.0,7.0,89.0,62.0,40.0,7.0,12.0,6.0,11.0,3.0,9670.0,36.0,1470.0
320,2009,0.0,1.0,0.0,0.0,28,1.0,188.0,21.9,0.0,190.0,26.9,3,110.0,6.0,2.0,69.0,46.0,32.0,14.0,11.0,6.0,9.0,2.0,1.0,61.0,40.0,26.0,7.0,10.0,3.0,7.0,3.0,9670.0,179.0,423.0
321,2009,0.0,1.0,0.0,0.0,128,1.0,188.0,22.0,0.0,188.0,32.7,5,78.0,1.0,0.0,42.0,28.0,23.0,9.0,7.0,0.0,0.0,0.0,1.0,58.0,38.0,23.0,8.0,6.0,5.0,7.0,4.0,8830.0,102.0,770.0
322,2009,0.0,1.0,0.0,0.0,128,1.0,188.0,22.0,0.0,193.0,23.3,5,124.0,5.0,2.0,77.0,53.0,36.0,15.0,13.0,3.0,5.0,6.0,3.0,107.0,62.0,38.0,16.0,13.0,11.0,18.0,4.0,8830.0,110.0,732.0
323,2009,0.0,1.0,0.0,0.0,128,1.0,178.0,25.6,0.0,188.0,22.0,5,141.0,1.0,1.0,98.0,65.0,42.0,21.0,15.0,4.0,6.0,3.0,3.0,90.0,58.0,38.0,13.0,15.0,5.0,10.0,31.0,1590.0,4.0,8830.0
324,2009,0.0,0.0,1.0,0.0,128,1.0,188.0,22.0,0.0,185.0,27.5,5,209.0,14.0,4.0,128.0,87.0,72.0,20.0,21.0,3.0,4.0,3.0,4.0,152.0,104.0,71.0,24.0,21.0,8.0,12.0,4.0,7860.0,81.0,845.0
325,2009,0.0,0.0,1.0,0.0,128,1.0,188.0,22.0,0.0,185.0,28.1,5,120.0,13.0,6.0,97.0,63.0,40.0,18.0,15.0,6.0,10.0,0.0,2.0,87.0,53.0,26.0,16.0,14.0,7.0,15.0,4.0,7860.0,106.0,692.0
326,2009,0.0,0.0,1.0,0.0,128,1.0,188.0,22.0,0.0,188.0,27.5,5,119.0,8.0,1.0,81.0,51.0,38.0,23.0,15.0,0.0,1.0,6.0,1.0,96.0,56.0,42.0,16.0,15.0,8.0,12.0,4.0,7860.0,25.0,1735.0
327,2009,0.0,0.0,1.0,0.0,128,1.0,188.0,22.0,0.0,175.0,24.2,5,90.0,11.0,4.0,72.0,46.0,37.0,12.0,13.0,4.0,6.0,1.0,2.0,71.0,46.0,26.0,10.0,12.0,7.0,14.0,4.0,7860.0,46.0,1162.0
328,2009,0.0,0.0,1.0,0.0,128,1.0,188.0,31.2,0.0,188.0,22.0,5,165.0,18.0,7.0,124.0,77.0,62.0,28.0,22.0,0.0,2.0,13.0,4.0,124.0,73.0,58.0,28.0,21.0,2.0,5.0,34.0,1405.0,4.0,7860.0
329,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,22.2,0.0,193.0,30.4,5,97.0,9.0,0.0,66.0,52.0,43.0,9.0,13.0,0.0,0.0,10.0,4.0,78.0,39.0,23.0,17.0,12.0,5.0,10.0,4.0,7660.0,51.0,976.0
330,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,22.2,1.0,198.0,22.1,5,109.0,3.0,0.0,75.0,46.0,35.0,23.0,15.0,1.0,2.0,8.0,7.0,93.0,53.0,37.0,18.0,14.0,14.0,18.0,4.0,7660.0,155.0,402.0
331,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,22.2,0.0,178.0,26.8,5,208.0,8.0,8.0,136.0,83.0,58.0,24.0,21.0,5.0,11.0,5.0,11.0,142.0,66.0,39.0,40.0,22.0,9.0,18.0,4.0,7660.0,276.0,197.0
332,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,22.2,0.0,185.0,30.7,5,106.0,5.0,3.0,74.0,46.0,35.0,16.0,13.0,2.0,3.0,4.0,1.0,80.0,49.0,26.0,14.0,12.0,7.0,13.0,4.0,7660.0,16.0,2000.0
333,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,22.2,1.0,188.0,25.7,5,185.0,9.0,4.0,138.0,93.0,66.0,23.0,20.0,10.0,14.0,5.0,8.0,122.0,68.0,47.0,26.0,19.0,8.0,12.0,4.0,7660.0,10.0,3220.0
334,2009,0.0,0.0,0.0,1.0,128,1.0,185.0,28.0,0.0,188.0,22.2,5,154.0,8.0,3.0,109.0,63.0,49.0,28.0,18.0,2.0,3.0,6.0,4.0,115.0,78.0,53.0,20.0,18.0,7.0,10.0,1.0,12040.0,4.0,7660.0
335,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,21.6,0.0,190.0,28.8,5,115.0,8.0,1.0,74.0,51.0,34.0,14.0,14.0,3.0,6.0,6.0,6.0,110.0,59.0,33.0,21.0,15.0,11.0,19.0,3.0,10650.0,220.0,354.0
336,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,21.6,0.0,188.0,21.9,5,102.0,7.0,1.0,75.0,54.0,41.0,14.0,14.0,1.0,2.0,3.0,0.0,75.0,52.0,30.0,11.0,14.0,0.0,6.0,3.0,10650.0,68.0,1163.0
337,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,21.6,0.0,196.0,26.5,5,183.0,11.0,4.0,131.0,84.0,67.0,24.0,20.0,8.0,9.0,16.0,6.0,131.0,77.0,59.0,24.0,19.0,5.0,8.0,3.0,10650.0,127.0,728.0
338,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,21.6,0.0,183.0,23.5,5,193.0,3.0,3.0,129.0,81.0,60.0,27.0,20.0,4.0,5.0,12.0,2.0,136.0,74.0,48.0,28.0,19.0,12.0,17.0,3.0,10650.0,97.0,950.0
339,2009,0.0,0.0,0.0,1.0,128,1.0,188.0,26.3,0.0,188.0,21.6,5,150.0,16.0,5.0,87.0,62.0,54.0,11.0,16.0,0.0,1.0,8.0,5.0,115.0,72.0,46.0,20.0,17.0,7.0,12.0,9.0,3940.0,3.0,10650.0
340,2009,0.0,0.0,0.0,1.0,8,1.0,193.0,25.2,0.0,188.0,22.5,3,98.0,10.0,0.0,60.0,40.0,32.0,12.0,9.0,2.0,2.0,2.0,1.0,71.0,41.0,25.0,16.0,10.0,5.0,8.0,9.0,3010.0,3.0,7910.0
341,2009,0.0,0.0,0.0,1.0,8,1.0,188.0,22.5,0.0,178.0,28.4,3,167.0,2.0,4.0,100.0,63.0,42.0,20.0,16.0,5.0,8.0,8.0,2.0,100.0,53.0,38.0,22.0,15.0,4.0,7.0,3.0,7910.0,7.0,3630.0
342,2009,0.0,0.0,0.0,1.0,8,1.0,188.0,22.5,1.0,185.0,23.4,3,118.0,2.0,3.0,73.0,37.0,29.0,19.0,11.0,4.0,6.0,4.0,1.0,71.0,55.0,33.0,8.0,10.0,2.0,5.0,3.0,7910.0,2.0,9205.0
343,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,22.3,0.0,198.0,28.2,3,89.0,10.0,3.0,62.0,42.0,29.0,10.0,11.0,4.0,7.0,0.0,6.0,58.0,33.0,20.0,8.0,10.0,4.0,9.0,4.0,7330.0,27.0,1286.0
344,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,22.3,0.0,193.0,23.6,3,61.0,1.0,1.0,47.0,23.0,16.0,18.0,8.0,0.0,0.0,3.0,1.0,41.0,22.0,14.0,5.0,7.0,3.0,7.0,4.0,7330.0,28.0,1245.0
345,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,22.3,1.0,188.0,25.8,3,105.0,3.0,5.0,80.0,51.0,33.0,14.0,12.0,4.0,7.0,6.0,3.0,85.0,56.0,35.0,12.0,11.0,7.0,11.0,4.0,7330.0,9.0,3460.0
346,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,22.3,0.0,193.0,25.1,3,81.0,6.0,2.0,50.0,30.0,24.0,12.0,9.0,1.0,2.0,4.0,4.0,66.0,36.0,23.0,12.0,9.0,8.0,12.0,4.0,7330.0,11.0,3020.0
347,2009,0.0,0.0,0.0,1.0,32,1.0,188.0,22.3,0.0,198.0,21.0,3,114.0,2.0,1.0,74.0,50.0,33.0,11.0,10.0,8.0,11.0,1.0,1.0,66.0,41.0,25.0,9.0,10.0,4.0,9.0,4.0,7330.0,15.0,2195.0
350,2010,0.0,0.0,0.0,1.0,128,1.0,188.0,22.6,0.0,185.0,24.4,5,121.0,4.0,5.0,90.0,61.0,47.0,16.0,15.0,5.0,6.0,5.0,5.0,91.0,54.0,39.0,12.0,14.0,9.0,14.0,3.0,8310.0,74.0,613.0
351,2010,0.0,0.0,0.0,1.0,128,1.0,188.0,22.6,0.0,185.0,28.3,5,178.0,12.0,9.0,125.0,79.0,59.0,15.0,16.0,14.0,17.0,3.0,3.0,102.0,57.0,33.0,19.0,16.0,10.0,18.0,3.0,8310.0,58.0,775.0
352,2010,0.0,0.0,0.0,1.0,128,1.0,188.0,22.6,0.0,188.0,23.3,5,97.0,3.0,7.0,78.0,47.0,34.0,14.0,11.0,7.0,9.0,3.0,0.0,60.0,33.0,13.0,7.0,11.0,5.0,14.0,3.0,8310.0,103.0,515.0
353,2010,0.0,0.0,0.0,1.0,128,1.0,188.0,22.6,0.0,190.0,27.6,5,115.0,10.0,1.0,74.0,51.0,41.0,16.0,14.0,1.0,2.0,4.0,4.0,76.0,46.0,31.0,10.0,13.0,3.0,9.0,3.0,8310.0,86.0,573.0
354,2010,0.0,0.0,0.0,1.0,128,1.0,188.0,24.7,0.0,188.0,22.6,5,232.0,19.0,2.0,168.0,109.0,74.0,28.0,23.0,10.0,16.0,2.0,9.0,145.0,100.0,67.0,22.0,24.0,4.0,11.0,10.0,2875.0,3.0,8310.0
355,2010,0.0,0.0,0.0,1.0,32,1.0,188.0,22.7,0.0,193.0,24.0,3,54.0,2.0,1.0,31.0,17.0,15.0,10.0,6.0,1.0,1.0,3.0,0.0,52.0,35.0,20.0,6.0,7.0,7.0,11.0,2.0,8310.0,69.0,663.0
356,2010,0.0,0.0,0.0,1.0,32,1.0,188.0,22.7,0.0,185.0,28.4,3,91.0,2.0,3.0,46.0,28.0,24.0,12.0,9.0,0.0,0.0,4.0,0.0,82.0,46.0,28.0,16.0,9.0,11.0,14.0,2.0,8310.0,54.0,781.0
358,2010,0.0,0.0,0.0,1.0,32,1.0,183.0,27.6,0.0,188.0,22.7,3,137.0,4.0,3.0,89.0,54.0,40.0,19.0,12.0,3.0,5.0,4.0,2.0,77.0,44.0,35.0,17.0,12.0,1.0,3.0,20.0,1770.0,2.0,8310.0
359,2010,0.0,0.0,0.0,1.0,32,1.0,188.0,22.7,0.0,188.0,26.7,3,98.0,2.0,3.0,67.0,45.0,28.0,12.0,10.0,3.0,6.0,2.0,4.0,58.0,29.0,18.0,12.0,10.0,5.0,10.0,2.0,8310.0,47.0,894.0
360,2010,0.0,0.0,0.0,1.0,32,1.0,188.0,22.7,0.0,193.0,24.0,3,125.0,2.0,5.0,79.0,43.0,30.0,22.0,14.0,3.0,5.0,10.0,2.0,93.0,46.0,28.0,29.0,13.0,7.0,10.0,2.0,8310.0,35.0,1110.0
361,2010,0.0,0.0,0.0,1.0,32,1.0,188.0,22.7,0.0,193.0,30.9,3,109.0,3.0,4.0,77.0,44.0,32.0,17.0,12.0,3.0,5.0,14.0,2.0,67.0,41.0,28.0,13.0,12.0,4.0,8.0,2.0,8310.0,26.0,1450.0
362,2010,0.0,0.0,0.0,1.0,32,1.0,188.0,22.7,0.0,183.0,24.6,3,176.0,5.0,10.0,110.0,66.0,46.0,19.0,16.0,13.0,16.0,7.0,1.0,92.0,48.0,33.0,24.0,15.0,5.0,10.0,2.0,8310.0,37.0,1100.0
363,2010,0.0,0.0,0.0,1.0,32,1.0,188.0,22.7,0.0,183.0,27.6,3,202.0,5.0,12.0,107.0,56.0,40.0,21.0,17.0,6.0,12.0,1.0,2.0,108.0,72.0,39.0,17.0,16.0,4.0,11.0,2.0,8310.0,15.0,1975.0
366,2010,0.0,0.0,0.0,1.0,96,1.0,188.0,22.7,0.0,188.0,28.2,3,102.0,2.0,9.0,80.0,45.0,30.0,17.0,11.0,6.0,9.0,7.0,3.0,64.0,33.0,22.0,14.0,10.0,8.0,12.0,2.0,8310.0,106.0,490.0
367,2010,0.0,0.0,0.0,1.0,96,1.0,188.0,22.7,0.0,178.0,26.3,3,156.0,2.0,5.0,108.0,60.0,40.0,24.0,15.0,9.0,14.0,4.0,3.0,85.0,45.0,31.0,19.0,14.0,0.0,4.0,2.0,8310.0,31.0,1275.0
368,2010,0.0,0.0,0.0,1.0,96,1.0,193.0,30.9,0.0,188.0,22.7,3,105.0,13.0,0.0,73.0,45.0,33.0,16.0,11.0,6.0,7.0,5.0,4.0,70.0,43.0,25.0,16.0,10.0,2.0,5.0,26.0,1520.0,2.0,8310.0
369,2010,0.0,0.0,0.0,1.0,96,1.0,168.0,29.1,0.0,188.0,22.8,3,175.0,1.0,4.0,107.0,63.0,41.0,26.0,15.0,10.0,13.0,6.0,11.0,114.0,70.0,48.0,13.0,15.0,9.0,15.0,59.0,754.0,2.0,8220.0
370,2010,0.0,1.0,0.0,0.0,56,1.0,188.0,22.8,0.0,180.0,29.1,3,83.0,2.0,4.0,68.0,42.0,25.0,15.0,9.0,7.0,9.0,2.0,5.0,61.0,31.0,17.0,10.0,8.0,6.0,11.0,2.0,7630.0,67.0,710.0
371,2010,0.0,1.0,0.0,0.0,56,1.0,188.0,22.8,0.0,183.0,25.0,3,101.0,2.0,1.0,61.0,43.0,28.0,10.0,10.0,3.0,5.0,4.0,1.0,66.0,39.0,23.0,14.0,10.0,6.0,10.0,2.0,7630.0,20.0,1780.0
372,2010,0.0,1.0,0.0,0.0,56,1.0,188.0,22.8,0.0,180.0,28.2,3,80.0,2.0,0.0,50.0,29.0,20.0,13.0,8.0,2.0,3.0,2.0,3.0,52.0,28.0,13.0,9.0,9.0,3.0,8.0,2.0,7630.0,151.0,335.0
373,2010,0.0,1.0,0.0,0.0,56,0.0,188.0,26.4,0.0,188.0,22.8,3,92.0,4.0,1.0,45.0,35.0,25.0,5.0,8.0,2.0,3.0,0.0,5.0,66.0,40.0,21.0,8.0,8.0,7.0,12.0,12.0,2725.0,2.0,7630.0
374,2010,0.0,1.0,0.0,0.0,56,1.0,188.0,22.9,0.0,188.0,23.2,3,60.0,1.0,2.0,39.0,27.0,22.0,7.0,7.0,0.0,0.0,5.0,2.0,52.0,29.0,19.0,4.0,7.0,2.0,7.0,2.0,7390.0,46.0,920.0
375,2010,0.0,1.0,0.0,0.0,56,1.0,188.0,22.9,1.0,188.0,22.3,3,87.0,1.0,3.0,49.0,28.0,22.0,12.0,10.0,1.0,3.0,5.0,6.0,61.0,41.0,24.0,7.0,10.0,5.0,9.0,2.0,7390.0,28.0,1402.0
376,2010,0.0,1.0,0.0,0.0,56,0.0,188.0,26.4,0.0,188.0,22.9,3,198.0,3.0,3.0,99.0,78.0,49.0,11.0,16.0,6.0,11.0,6.0,7.0,121.0,79.0,56.0,14.0,15.0,10.0,14.0,9.0,3555.0,2.0,7390.0
377,2010,0.0,1.0,0.0,0.0,28,1.0,188.0,22.9,0.0,178.0,22.9,3,91.0,0.0,4.0,63.0,38.0,21.0,12.0,10.0,2.0,6.0,3.0,6.0,64.0,36.0,20.0,10.0,10.0,3.0,9.0,2.0,6970.0,80.0,630.0
378,2010,0.0,1.0,0.0,0.0,28,1.0,185.0,18.1,0.0,188.0,22.9,3,40.0,1.0,2.0,26.0,14.0,9.0,8.0,5.0,0.0,1.0,0.0,1.0,43.0,27.0,15.0,8.0,5.0,7.0,9.0,319.0,132.0,2.0,6970.0
379,2010,0.0,1.0,0.0,0.0,128,1.0,188.0,23.0,0.0,185.0,22.2,5,128.0,7.0,4.0,97.0,61.0,48.0,17.0,16.0,4.0,6.0,4.0,4.0,93.0,46.0,29.0,21.0,16.0,5.0,12.0,3.0,6405.0,73.0,655.0
380,2010,0.0,1.0,0.0,0.0,128,1.0,188.0,23.0,0.0,178.0,20.3,5,160.0,3.0,9.0,117.0,74.0,53.0,15.0,14.0,7.0,9.0,1.0,1.0,95.0,57.0,32.0,17.0,13.0,8.0,14.0,3.0,6405.0,246.0,190.0
381,2010,0.0,1.0,0.0,0.0,128,1.0,188.0,23.0,0.0,198.0,28.8,5,158.0,2.0,8.0,100.0,67.0,50.0,16.0,18.0,1.0,5.0,5.0,1.0,118.0,85.0,51.0,16.0,17.0,9.0,16.0,3.0,6405.0,37.0,1160.0
382,2010,0.0,1.0,0.0,0.0,128,1.0,188.0,23.0,0.0,183.0,27.6,5,137.0,2.0,2.0,109.0,76.0,52.0,18.0,17.0,6.0,8.0,3.0,0.0,87.0,64.0,44.0,10.0,16.0,4.0,9.0,3.0,6405.0,98.0,538.0
383,2010,0.0,1.0,0.0,0.0,128,0.0,183.0,29.0,0.0,188.0,23.0,5,255.0,9.0,5.0,145.0,73.0,52.0,41.0,23.0,4.0,8.0,4.0,10.0,197.0,127.0,85.0,32.0,24.0,20.0,24.0,27.0,1495.0,3.0,6405.0
384,2010,0.0,0.0,1.0,0.0,56,1.0,188.0,23.0,0.0,183.0,28.4,3,72.0,3.0,2.0,64.0,40.0,31.0,12.0,9.0,6.0,6.0,4.0,0.0,52.0,31.0,21.0,11.0,9.0,3.0,6.0,3.0,6675.0,96.0,560.0
385,2010,0.0,0.0,1.0,0.0,56,1.0,185.0,29.8,0.0,188.0,23.0,3,102.0,5.0,3.0,72.0,47.0,40.0,11.0,13.0,4.0,5.0,4.0,5.0,92.0,68.0,44.0,10.0,14.0,5.0,9.0,74.0,649.0,3.0,6675.0
386,2010,0.0,0.0,1.0,0.0,128,1.0,188.0,23.0,0.0,168.0,29.4,5,231.0,17.0,12.0,137.0,79.0,54.0,29.0,23.0,10.0,17.0,1.0,4.0,174.0,110.0,63.0,27.0,22.0,11.0,20.0,3.0,6545.0,68.0,730.0
387,2010,0.0,0.0,1.0,0.0,128,1.0,188.0,23.0,0.0,188.0,29.1,5,117.0,9.0,1.0,89.0,58.0,47.0,21.0,15.0,1.0,1.0,12.0,11.0,105.0,51.0,43.0,19.0,14.0,3.0,6.0,3.0,6545.0,97.0,551.0
388,2010,0.0,0.0,1.0,0.0,128,1.0,188.0,23.0,0.0,175.0,29.5,5,101.0,11.0,5.0,75.0,50.0,41.0,16.0,14.0,0.0,0.0,5.0,2.0,93.0,61.0,41.0,13.0,13.0,5.0,9.0,3.0,6545.0,31.0,1405.0
389,2010,0.0,0.0,1.0,0.0,128,1.0,188.0,23.0,0.0,180.0,29.3,5,174.0,9.0,9.0,124.0,75.0,57.0,26.0,21.0,6.0,9.0,5.0,2.0,111.0,68.0,53.0,22.0,20.0,5.0,9.0,3.0,6545.0,26.0,1565.0
390,2010,0.0,0.0,1.0,0.0,128,1.0,188.0,23.0,0.0,180.0,26.8,5,111.0,4.0,3.0,65.0,41.0,35.0,18.0,13.0,0.0,0.0,4.0,2.0,87.0,54.0,35.0,11.0,12.0,10.0,15.0,3.0,6545.0,82.0,626.0
391,2010,0.0,0.0,1.0,0.0,128,1.0,196.0,24.7,0.0,188.0,23.0,5,138.0,11.0,2.0,102.0,58.0,47.0,28.0,16.0,3.0,4.0,9.0,8.0,88.0,64.0,47.0,10.0,14.0,4.0,7.0,13.0,2825.0,3.0,6545.0
394,2010,0.0,0.0,0.0,1.0,56,1.0,188.0,23.2,0.0,185.0,28.6,3,133.0,6.0,5.0,74.0,51.0,33.0,9.0,12.0,4.0,8.0,9.0,6.0,97.0,69.0,39.0,8.0,12.0,12.0,18.0,2.0,6905.0,33.0,1229.0
395,2010,0.0,0.0,0.0,1.0,56,1.0,188.0,23.2,0.0,198.0,29.0,3,80.0,2.0,1.0,60.0,41.0,29.0,12.0,10.0,1.0,2.0,1.0,2.0,60.0,36.0,25.0,8.0,9.0,3.0,6.0,2.0,6905.0,54.0,870.0
396,2010,0.0,0.0,0.0,1.0,56,1.0,188.0,23.2,0.0,188.0,23.4,3,73.0,3.0,1.0,52.0,44.0,33.0,5.0,9.0,2.0,2.0,7.0,2.0,50.0,29.0,19.0,8.0,8.0,2.0,5.0,2.0,6905.0,72.0,695.0
397,2010,0.0,0.0,0.0,1.0,56,1.0,185.0,29.0,0.0,188.0,23.2,3,142.0,11.0,2.0,95.0,55.0,40.0,17.0,14.0,6.0,9.0,1.0,3.0,118.0,81.0,46.0,18.0,14.0,7.0,12.0,3.0,6795.0,2.0,6905.0
398,2010,0.0,0.0,0.0,1.0,56,1.0,188.0,23.2,0.0,193.0,24.5,3,101.0,3.0,6.0,80.0,51.0,37.0,14.0,11.0,5.0,7.0,5.0,5.0,64.0,34.0,24.0,11.0,10.0,0.0,4.0,3.0,7085.0,47.0,945.0
